customer_id,date_account_opened,gender
customer_212,2021-11-08,Female
customer_213,2021-03-25,Female
customer_214,2021-06-20,Male
customer_215,2021-11-18,Female
customer_216,2021-11-28,Female
customer_217,2021-02-26,Male
customer_218,2021-11-07,Male
customer_219,2020-08-20,Male
customer_220,2018-07-15,Female
customer_221,2021-01-12,Female
customer_222,2021-11-04,Female
customer_223,2021-06-30,Male
customer_224,2021-10-09,Female
customer_225,2021-06-26,Male
customer_226,2021-08-21,Male
customer_227,2021-10-29,Female
customer_228,2021-06-03,Male
customer_229,2021-11-18,Female
customer_230,2021-11-10,Female
customer_231,2017-05-24,Male
customer_232,2019-02-26,Female
customer_233,2021-10-12,Female
customer_234,2020-05-21,Female
customer_235,2021-11-27,Female
customer_236,2021-02-20,Female
customer_237,2021-11-11,Female
customer_238,2021-11-28,Male
customer_239,2020-12-29,Male
customer_240,2021-11-25,Female
customer_241,2020-11-18,Female
customer_242,2021-11-02,Male
customer_243,2021-11-14,Female
customer_244,2021-09-09,Female
customer_245,2021-05-08,Female
customer_246,2021-11-14,Female
customer_247,2018-09-02,Female
customer_248,2021-11-17,Male
customer_249,2021-11-18,Female
customer_250,2021-05-16,Female
customer_251,2021-08-08,Male
customer_252,2021-09-30,Male
customer_253,2020-08-09,Male
customer_254,2021-11-10,Female
customer_255,2018-11-05,Female
customer_256,2021-11-17,Female
customer_257,2021-11-25,Female
customer_258,2020-04-19,Female
customer_259,2021-11-13,Male
customer_260,2019-12-14,Female
customer_261,2021-11-13,Male
customer_262,2021-11-27,Female
customer_263,2019-05-02,Male
customer_264,2021-09-24,Male
customer_265,2017-07-05,Male
customer_266,2021-08-14,Female
customer_267,2021-01-27,Male
customer_268,2021-09-16,Male
customer_269,2021-11-11,Female
customer_270,2021-11-23,Male
customer_271,2021-09-09,Female
customer_272,2017-06-07,Female
customer_273,2017-12-27,Female
customer_274,2018-02-14,Male
customer_275,2021-07-15,Female
customer_276,2021-11-19,Male
customer_277,2018-08-01,Male
customer_278,2018-07-13,Female
customer_279,2021-11-12,Male
customer_280,2021-07-15,Female
customer_281,2021-11-01,Male
customer_282,2021-11-14,Male
customer_283,2020-12-02,Female
customer_284,2021-11-07,Male
customer_285,2021-09-20,Female
customer_286,2021-11-23,Male
customer_287,2021-11-25,Female
customer_288,2020-12-22,Male
customer_289,2021-11-07,Female
customer_290,2016-12-10,Female
customer_291,2021-11-03,Female
customer_292,2021-11-09,Female
customer_293,2020-05-18,Male
customer_294,2021-04-19,Male
customer_295,2021-11-04,Male
customer_296,2021-11-04,Female
customer_297,2021-11-15,Female
customer_298,2021-11-20,Female
customer_299,2021-11-12,Male
customer_300,2021-07-07,Female
customer_301,2021-07-16,Male
customer_302,2021-11-23,Female
customer_303,2021-03-27,Female
customer_304,2018-11-04,Female
customer_305,2021-11-23,Male
customer_306,2019-08-05,Male
customer_307,2021-11-02,Male
customer_308,2021-05-30,Female
customer_309,2021-11-27,Female
customer_310,2021-08-02,Female
customer_311,2018-11-14,Male
customer_312,2021-10-14,Male
customer_313,2021-10-13,Male
customer_314,2017-03-24,Male
customer_315,2018-01-10,Female
customer_316,2020-03-07,Female
customer_317,2021-11-02,Female
customer_318,2021-11-27,Male
customer_319,2018-01-06,Male
customer_320,2019-04-03,Male
customer_321,2016-07-25,Male
customer_322,2021-11-09,Female
customer_323,2021-07-22,Female
customer_324,2021-05-24,Female
customer_325,2021-05-14,Male
customer_326,2018-07-29,Female
customer_327,2021-09-11,Male
customer_328,2021-11-07,Female
customer_329,2018-07-26,Male
customer_330,2021-11-06,Male
customer_331,2017-11-21,Male
customer_332,2021-10-01,Male
customer_333,2020-10-14,Female
customer_334,2021-01-29,Female
customer_335,2020-03-20,Female
customer_336,2021-11-25,Male
customer_337,2021-10-10,Female
customer_338,2016-04-20,Female
customer_339,2019-07-22,Male
customer_340,2021-11-17,Female
customer_341,2021-11-23,Male
customer_342,2020-09-20,Male
customer_343,2020-10-13,Female
customer_344,2021-11-24,Male
customer_345,2019-04-23,Male
customer_346,2021-11-19,Male
customer_347,2017-01-18,Male
customer_348,2020-01-21,Male
customer_349,2021-01-24,Female
customer_350,2021-11-27,Female
customer_351,2020-04-18,Male
customer_352,2017-12-01,Male
customer_353,2016-10-02,Female
customer_354,2020-08-31,Male
customer_355,2020-05-05,Female
customer_356,2021-11-08,Female
customer_357,2021-11-05,Female
customer_358,2021-03-24,Female
customer_359,2021-06-21,Male
customer_360,2021-11-13,Male
customer_361,2021-09-01,Female
customer_362,2021-10-12,Female
customer_363,2021-02-16,Female
customer_364,2021-11-12,Male
customer_365,2021-11-26,Male
customer_366,2018-02-03,Female
customer_367,2021-11-20,Male
customer_368,2019-04-13,Female
customer_369,2021-11-07,Female
customer_370,2021-09-19,Female
customer_371,2021-11-16,Male
customer_372,2021-08-08,Female
customer_373,2021-11-27,Female
customer_374,2020-07-06,Female
customer_375,2021-10-24,Female
customer_376,2021-07-21,Female
customer_377,2020-12-01,Male
customer_378,2021-04-22,Female
customer_379,2019-09-16,Female
customer_380,2020-10-04,Male
customer_381,2020-08-03,Female
customer_382,2021-11-25,Female
customer_383,2020-02-27,Female
customer_384,2017-11-20,Female
customer_385,2021-11-04,Male
customer_386,2021-05-16,Female
customer_387,2020-11-28,Female
customer_388,2021-04-13,Male
customer_389,2017-06-10,Female
customer_390,2018-07-30,Female
customer_391,2021-11-16,Female
customer_392,2018-06-29,Female
customer_393,2021-11-11,Male
customer_394,2021-07-12,Male
customer_395,2021-11-04,Male
customer_396,2018-01-12,Female
customer_397,2021-01-24,Male
customer_398,2021-11-13,Male
customer_399,2021-11-11,Male
customer_400,2020-12-14,Female
customer_401,2021-05-16,Female
customer_402,2021-11-27,Male
customer_403,2019-11-19,Female
customer_404,2021-11-20,Male
customer_405,2020-11-01,Female
customer_406,2019-07-17,Male
customer_407,2021-11-14,Male
customer_408,2021-11-15,Female
customer_409,2021-11-28,Female
customer_410,2021-11-27,Female
customer_411,2021-07-01,Male
customer_412,2021-11-07,Female
customer_413,2021-11-07,Female
customer_414,2020-01-19,Male
customer_415,2016-10-20,Male
customer_416,2017-05-18,Male
customer_417,2020-05-02,Female
customer_418,2020-04-10,Male
customer_419,2021-04-11,Female
customer_420,2021-11-05,Male
customer_421,2021-11-10,Female
customer_422,2021-03-04,Male
customer_423,2021-07-06,Female
customer_424,2021-11-09,Female
customer_425,2021-11-21,Male
customer_426,2021-11-22,Male
customer_427,2021-11-28,Female
customer_428,2021-10-29,Female
customer_429,2021-11-28,Male
customer_430,2021-04-17,Male
customer_431,2021-11-10,Male
customer_432,2021-11-28,Female
customer_433,2021-11-22,Male
customer_434,2021-11-21,Female
customer_435,2016-07-05,Female
customer_436,2021-11-14,Female
customer_437,2020-07-05,Male
customer_438,2021-07-03,Male
customer_439,2020-03-16,Male
customer_440,2020-07-29,Female
customer_441,2018-08-25,Male
customer_442,2019-04-04,Male
customer_443,2020-02-17,Female
customer_444,2018-03-04,Female
customer_445,2021-10-28,Male
customer_446,2021-11-13,Male
customer_447,2016-04-23,Female
customer_448,2021-11-05,Female
customer_449,2021-10-27,Male
customer_450,2017-04-27,Female
customer_451,2021-11-06,Female
customer_452,2020-06-17,Female
customer_453,2021-02-27,Male
customer_454,2021-11-04,Female
customer_455,2021-11-06,Male
customer_456,2021-04-11,Female
customer_457,2021-11-01,Female
customer_458,2018-11-26,Male
customer_459,2021-11-16,Female
customer_460,2021-11-15,Male
customer_461,2021-11-07,Female
customer_462,2021-11-05,Female
customer_463,2021-11-13,Male
customer_464,2021-11-17,Male
customer_465,2021-09-26,Male
customer_466,2021-05-08,Male
customer_467,2021-03-13,Male
customer_468,2021-09-21,Male
customer_469,2021-11-13,Female
customer_470,2021-10-29,Male
customer_471,2021-11-24,Female
customer_472,2020-08-23,Female
customer_473,2021-11-08,Female
customer_474,2021-10-29,Female
customer_475,2021-11-23,Female
customer_476,2021-11-21,Female
customer_477,2018-04-21,Female
customer_478,2020-08-15,Female
customer_479,2021-11-05,Male
customer_480,2021-11-06,Male
customer_481,2020-09-01,Male
customer_482,2021-07-07,Female
customer_483,2020-02-09,Male
customer_484,2021-11-21,Female
customer_485,2016-09-07,Female
customer_486,2021-10-19,Male
customer_487,2021-11-04,Male
customer_488,2019-02-17,Female
customer_489,2021-11-20,Female
customer_490,2021-10-11,Male
customer_491,2020-04-01,Female
customer_492,2021-11-27,Female
customer_493,2020-12-20,Female
customer_494,2020-03-11,Female
customer_495,2020-11-24,Female
customer_496,2018-12-05,Male
customer_497,2021-11-20,Female
customer_498,2021-09-16,Male
customer_499,2021-05-27,Female
customer_500,2020-04-20,Female
customer_501,2021-11-06,Male
customer_502,2018-05-23,Male
customer_503,2021-02-15,Female
customer_504,2021-03-02,Male
customer_505,2020-11-29,Male
customer_506,2021-11-22,Male
customer_507,2021-11-23,Female
customer_508,2021-11-03,Male
customer_509,2021-11-07,Male
customer_510,2021-05-08,Female
customer_511,2020-07-02,Male
customer_512,2021-10-20,Male
customer_513,2021-11-12,Female
customer_514,2019-03-06,Female
customer_515,2021-11-08,Female
customer_516,2020-09-08,Male
customer_517,2021-11-11,Male
customer_518,2021-10-31,Female
customer_519,2021-10-12,Female
customer_520,2020-12-15,Male
customer_521,2021-07-05,Female
customer_522,2021-11-13,Female
customer_523,2019-11-15,Female
customer_524,2018-03-20,Female
customer_525,2020-08-31,Male
customer_526,2021-11-27,Female
customer_527,2020-01-13,Male
customer_528,2018-04-05,Female
customer_529,2021-11-04,Male
customer_530,2019-03-05,Male
customer_531,2021-07-18,Female
customer_532,2021-11-26,Female
customer_533,2021-10-18,Female
customer_534,2021-11-25,Male
customer_535,2016-08-30,Male
customer_536,2020-10-13,Female
customer_537,2021-11-05,Male
customer_538,2018-02-02,Female
customer_539,2020-04-23,Male
customer_540,2021-11-29,Male
customer_541,2019-09-07,Male
customer_542,2018-08-16,Male
customer_543,2021-11-02,Female
customer_544,2021-08-12,Male
customer_545,2021-11-07,Female
customer_546,2017-10-25,Female
customer_547,2021-11-26,Male
customer_548,2021-11-08,Male
customer_549,2021-11-05,Female
customer_550,2021-11-24,Female
customer_551,2021-11-24,Female
customer_552,2018-07-20,Female
customer_553,2021-11-15,Male
customer_554,2020-11-28,Male
customer_555,2021-11-25,Female
customer_556,2021-11-20,Female
customer_557,2021-11-27,Male
customer_558,2017-01-06,Female
customer_559,2020-01-31,Female
customer_560,2021-11-04,Male
customer_561,2021-11-21,Female
customer_562,2019-06-16,Male
customer_563,2021-01-23,Male
customer_564,2021-11-05,Male
customer_565,2017-11-24,Male
customer_566,2021-06-22,Male
customer_567,2018-10-13,Female
customer_568,2021-06-08,Male
customer_569,2021-10-14,Male
customer_570,2020-12-23,Male
customer_571,2020-06-25,Male
customer_572,2018-11-13,Male
customer_573,2021-11-23,Male
customer_574,2017-06-29,Female
customer_575,2017-09-25,Female
customer_576,2019-04-26,Female
customer_577,2021-11-16,Male
customer_578,2021-11-15,Female
customer_579,2021-11-23,Female
customer_580,2020-07-23,Male
customer_581,2021-10-28,Male
customer_582,2021-11-07,Female
customer_583,2017-02-24,Male
customer_584,2016-04-20,Male
customer_585,2021-07-29,Male
customer_586,2021-11-13,Female
customer_587,2021-11-01,Male
customer_588,2021-11-23,Female
customer_589,2020-02-25,Male
customer_590,2021-11-24,Male
customer_591,2021-07-21,Male
customer_592,2020-09-30,Female
customer_593,2021-11-05,Male
customer_594,2019-08-08,Male
customer_595,2021-05-12,Male
customer_596,2021-01-20,Male
customer_597,2021-11-01,Female
customer_598,2016-09-09,Female
customer_599,2020-10-30,Male
customer_600,2021-11-26,Male
customer_601,2021-11-07,Female
customer_602,2021-03-21,Female
customer_603,2020-05-04,Female
customer_604,2021-03-30,Female
customer_605,2016-09-03,Female
customer_606,2021-11-05,Male
customer_607,2021-06-10,Female
customer_608,2020-02-07,Male
customer_609,2021-11-13,Female
customer_610,2018-03-27,Male
customer_611,2021-11-14,Female
customer_612,2020-01-08,Male
customer_613,2021-03-10,Female
customer_614,2019-12-26,Male
customer_615,2021-11-22,Male
customer_616,2021-11-04,Female
customer_617,2020-11-26,Female
customer_618,2021-11-28,Male
customer_619,2019-05-24,Male
customer_620,2021-11-08,Female
customer_621,2021-11-26,Female
customer_622,2020-04-17,Male
customer_623,2021-11-02,Female
customer_624,2020-04-08,Female
customer_625,2021-11-27,Female
customer_626,2021-10-21,Female
customer_627,2021-11-24,Male
customer_628,2018-01-31,Female
customer_629,2021-11-01,Female
customer_630,2018-10-23,Female
customer_631,2018-03-13,Female
customer_632,2021-11-15,Female
customer_633,2017-10-21,Female
customer_634,2021-11-03,Male
customer_635,2021-11-13,Male
customer_636,2021-06-25,Female
customer_637,2021-01-31,Female
customer_638,2021-11-19,Female
customer_639,2021-11-07,Male
customer_640,2019-11-14,Female
customer_641,2020-11-05,Female
customer_642,2021-11-27,Female
customer_643,2021-11-04,Female
customer_644,2021-11-03,Male
customer_645,2017-06-18,Female
customer_646,2021-11-29,Female
customer_647,2021-11-27,Male
customer_648,2020-03-13,Female
customer_649,2021-07-15,Male
customer_650,2021-10-30,Male
customer_651,2021-11-10,Female
customer_652,2021-02-07,Female
customer_653,2021-11-09,Female
customer_654,2020-07-14,Female
customer_655,2021-11-23,Female
customer_656,2021-09-30,Male
customer_657,2020-01-30,Male
customer_658,2017-01-02,Male
customer_659,2021-03-14,Female
customer_660,2021-10-18,Male
customer_661,2018-08-16,Female
customer_662,2019-08-09,Female
customer_663,2020-09-29,Female
customer_664,2019-01-11,Female
customer_665,2021-06-09,Male
customer_666,2020-05-15,Male
customer_667,2016-01-17,Female
customer_668,2020-02-11,Female
customer_669,2021-11-10,Female
customer_670,2021-09-03,Male
customer_671,2021-11-10,Male
customer_672,2021-11-19,Female
customer_673,2019-04-03,Female
customer_674,2021-11-12,Male
customer_675,2019-07-09,Female
customer_676,2021-11-25,Female
customer_677,2021-01-07,Male
customer_678,2021-11-24,Female
customer_679,2021-11-27,Female
customer_680,2020-10-17,Female
customer_681,2021-03-01,Male
customer_682,2020-10-12,Female
customer_683,2019-10-17,Female
customer_684,2021-04-15,Male
customer_685,2016-10-21,Female
customer_686,2021-04-23,Male
customer_687,2021-11-01,Female
customer_688,2021-11-15,Male
customer_689,2018-02-26,Male
customer_690,2019-07-04,Female
customer_691,2021-11-16,Male
customer_692,2019-02-05,Female
customer_693,2021-11-06,Female
customer_694,2021-11-02,Male
customer_695,2021-11-26,Female
customer_696,2021-11-24,Female
customer_697,2019-01-14,Female
customer_698,2021-11-01,Female
customer_699,2016-03-01,Female
customer_700,2020-12-06,Male
customer_701,2021-10-17,Female
customer_702,2021-11-21,Male
customer_703,2020-04-28,Male
customer_704,2021-11-12,Male
customer_705,2021-11-05,Male
customer_706,2015-12-21,Female
customer_707,2021-09-22,Female
customer_708,2020-08-04,Female
customer_709,2019-03-28,Female
customer_710,2017-09-21,Male
customer_711,2021-03-05,Male
customer_712,2015-12-30,Female
customer_713,2021-11-02,Male
customer_714,2019-05-28,Male
customer_715,2021-11-13,Female
customer_716,2021-11-11,Female
customer_717,2021-11-23,Female
customer_718,2019-09-15,Female
customer_719,2021-09-27,Male
customer_720,2018-05-09,Female
customer_721,2021-05-19,Female
customer_722,2016-08-04,Male
customer_723,2019-04-12,Female
customer_724,2021-06-21,Male
customer_725,2021-10-13,Female
customer_726,2021-10-06,Female
customer_727,2021-04-14,Male
customer_728,2021-11-14,Male
customer_729,2021-05-22,Female
customer_730,2021-11-13,Male
customer_731,2021-07-11,Female
customer_732,2019-12-01,Male
customer_733,2021-11-03,Male
customer_734,2018-12-21,Male
customer_735,2017-11-07,Female
customer_736,2017-01-02,Male
customer_737,2021-10-31,Female
customer_738,2021-11-15,Male
customer_739,2020-09-26,Male
customer_740,2021-11-12,Male
customer_741,2021-05-01,Female
customer_742,2021-10-22,Male
customer_743,2021-02-21,Female
customer_744,2021-07-01,Female
customer_745,2019-07-29,Female
customer_746,2021-11-30,Male
customer_747,2017-01-08,Male
customer_748,2021-06-07,Female
customer_749,2021-11-08,Male
customer_750,2021-11-13,Female
customer_751,2021-11-28,Male
customer_752,2017-01-15,Female
customer_753,2021-10-27,Female
customer_754,2021-10-15,Female
customer_755,2021-11-01,Female
customer_756,2020-12-24,Female
customer_757,2021-11-07,Female
customer_758,2021-10-31,Female
customer_759,2021-11-21,Female
customer_760,2017-08-22,Female
customer_761,2021-11-15,Male
customer_762,2021-11-15,Female
customer_763,2021-11-11,Male
customer_764,2021-11-11,Male
customer_765,2021-08-10,Female
customer_766,2021-07-27,Male
customer_767,2021-01-19,Male
customer_768,2021-07-01,Male
customer_769,2021-11-06,Female
customer_770,2021-06-15,Female
customer_771,2020-07-07,Male
customer_772,2021-11-04,Female
customer_773,2018-09-18,Male
customer_774,2021-04-06,Female
customer_775,2018-02-01,Female
customer_776,2021-11-06,Male
customer_777,2018-01-15,Female
customer_778,2021-10-12,Male
customer_779,2021-05-23,Male
customer_780,2021-11-25,Female
customer_781,2021-11-03,Female
customer_782,2020-08-12,Male
customer_783,2019-10-22,Female
customer_784,2021-11-24,Male
customer_785,2021-02-26,Male
customer_786,2019-12-25,Male
customer_787,2020-12-25,Female
customer_788,2021-11-24,Female
customer_789,2021-06-05,Female
customer_790,2021-11-23,Female
customer_791,2020-09-17,Female
customer_792,2021-11-25,Female
customer_793,2019-08-19,Female
customer_794,2021-09-15,Female
customer_795,2021-11-14,Male
customer_796,2018-04-25,Male
customer_797,2020-10-24,Female
customer_798,2020-04-19,Male
customer_799,2021-11-23,Female
customer_800,2021-11-02,Female
customer_801,2021-11-01,Male
customer_802,2021-11-12,Male
customer_803,2021-11-10,Female
customer_804,2017-10-24,Female
customer_805,2021-01-31,Female
customer_806,2021-07-20,Male
customer_807,2021-11-17,Female
customer_808,2021-11-10,Female
customer_809,2021-10-24,Female
customer_810,2021-01-02,Female
customer_811,2020-10-04,Male
customer_812,2019-12-12,Female
customer_813,2021-11-19,Female
customer_814,2020-11-06,Male
customer_815,2021-11-04,Female
customer_816,2021-11-17,Female
customer_817,2021-08-17,Male
customer_818,2021-07-23,Female
customer_819,2019-08-20,Male
customer_820,2021-11-05,Male
customer_821,2021-11-08,Male
customer_822,2020-08-13,Male
customer_823,2021-11-12,Female
customer_824,2021-10-27,Female
customer_825,2021-11-09,Female
customer_826,2021-11-21,Female
customer_827,2021-05-02,Female
customer_828,2021-09-28,Female
customer_829,2021-11-20,Female
customer_830,2021-11-03,Female
customer_831,2020-02-14,Female
customer_832,2017-10-15,Male
customer_833,2020-05-27,Female
customer_834,2021-01-16,Male
customer_835,2020-04-01,Male
customer_836,2019-02-08,Male
customer_837,2020-02-11,Female
customer_838,2019-05-23,Male
customer_839,2020-11-24,Male
customer_840,2018-07-15,Male
customer_841,2021-07-27,Female
customer_842,2021-11-08,Male
customer_843,2021-03-08,Male
customer_844,2021-10-06,Male
customer_845,2021-11-09,Male
customer_846,2017-12-05,Female
customer_847,2021-11-11,Female
customer_848,2018-10-22,Female
customer_849,2021-11-13,Male
customer_850,2021-09-16,Female
customer_851,2016-02-20,Female
customer_852,2020-02-15,Male
customer_853,2016-04-14,Female
customer_854,2017-10-03,Female
customer_855,2021-10-10,Female
customer_856,2020-06-09,Male
customer_857,2021-11-19,Male
customer_858,2020-08-23,Male
customer_859,2021-09-01,Female
customer_860,2021-01-21,Male
customer_861,2019-09-05,Male
customer_862,2021-06-05,Male
customer_863,2021-05-23,Female
customer_864,2019-05-27,Female
customer_865,2021-11-03,Male
customer_866,2020-05-01,Female
customer_867,2021-11-28,Male
customer_868,2021-07-17,Male
customer_869,2021-08-15,Male
customer_870,2021-11-13,Female
customer_871,2021-07-26,Female
customer_872,2021-11-17,Male
customer_873,2016-01-04,Female
customer_874,2021-06-16,Female
customer_875,2021-11-08,Female
customer_876,2021-11-22,Female
customer_877,2021-07-15,Male
customer_878,2021-11-24,Female
customer_879,2021-01-19,Male
customer_880,2021-07-13,Male
customer_881,2021-10-28,Male
customer_882,2018-12-08,Female
customer_883,2021-10-31,Female
customer_884,2021-11-02,Male
customer_885,2021-07-14,Female
customer_886,2020-11-10,Female
customer_887,2016-03-10,Male
customer_888,2020-11-18,Male
customer_889,2020-12-21,Female
customer_890,2021-06-16,Female
customer_891,2021-11-01,Female
customer_892,2021-11-17,Female
customer_893,2021-05-31,Female
customer_894,2021-08-22,Female
customer_895,2021-03-05,Male
customer_896,2021-11-21,Male
customer_897,2021-03-01,Male
customer_898,2021-11-17,Male
customer_899,2021-11-07,Female
customer_900,2016-07-08,Female
customer_901,2021-11-29,Male
customer_902,2021-11-24,Male
customer_903,2020-03-27,Female
customer_904,2020-11-11,Female
customer_905,2020-11-17,Male
customer_906,2021-09-14,Male
customer_907,2021-07-03,Male
customer_908,2021-11-27,Female
customer_909,2018-07-17,Female
customer_910,2020-04-27,Female
customer_911,2021-11-29,Male
customer_912,2021-11-08,Male
customer_913,2021-11-10,Male
customer_914,2021-10-31,Male
customer_915,2021-06-09,Female
customer_916,2021-11-05,Female
customer_917,2016-12-20,Female
customer_918,2019-07-02,Male
customer_919,2021-11-11,Female
customer_920,2021-11-12,Female
customer_921,2020-09-29,Female
customer_922,2019-06-03,Female
customer_923,2019-08-20,Male
customer_924,2020-04-29,Male
customer_925,2019-09-11,Female
customer_926,2021-10-20,Female
customer_927,2021-01-12,Male
customer_928,2021-08-20,Male
customer_929,2020-03-12,Female
customer_930,2021-11-24,Female
customer_931,2017-07-04,Female
