customer_id,bill_id,amount_billed,date_due,date_paid
customer_13,bill_2020-09-01,1500,2020-09-10,2020-09-25
customer_13,bill_2020-08-01,5000,2020-08-10,2020-09-25
customer_13,bill_2020-06-01,22000,2020-06-10,2020-06-30
customer_13,bill_2020-05-01,11500,2020-05-10,2020-05-12
customer_13,bill_2020-04-01,9500,2020-04-10,2020-04-10
customer_13,bill_2021-09-01,5500,2021-09-10,2021-09-25
customer_15,bill_2021-11-01,1098,2021-11-10,2021-11-17
customer_16,bill_2020-12-01,22356,2020-12-10,2020-12-09
customer_17,bill_2021-05-01,3520,2021-05-10,2021-05-11
customer_17,bill_2021-04-01,3520,2021-04-10,2021-04-10
customer_17,bill_2021-03-01,2749,2021-03-10,2021-03-15
customer_17,bill_2021-02-01,3520,2021-02-10,2021-02-09
customer_17,bill_2021-01-01,3200,2021-01-10,2021-01-05
customer_20,bill_2021-11-01,3916,2021-11-10,2021-11-30
customer_20,bill_2021-09-01,1224,2021-09-10,2021-09-10
customer_20,bill_2021-07-01,4493,2021-07-10,2021-07-10
customer_23,bill_2021-05-01,6765,2021-05-10,2021-05-25
customer_23,bill_2021-03-01,2379,2021-03-10,2021-03-25
customer_23,bill_2021-02-01,3905,2021-02-10,2021-02-20
customer_25,bill_2021-11-01,7550,2021-11-10,2021-11-11
customer_25,bill_2021-10-01,10900,2021-10-10,2021-10-01
customer_26,bill_2021-10-01,1000,2021-10-10,2021-10-22
customer_26,bill_2021-11-01,2000,2021-11-10,2021-11-18
customer_26,bill_2021-09-01,4500,2021-09-10,2021-09-30
customer_26,bill_2021-08-01,3500,2021-08-10,2021-08-13
customer_29,bill_2021-11-01,1069,2021-11-10,2021-11-13
customer_29,bill_2021-10-01,1069,2021-10-10,2021-10-08
customer_29,bill_2021-07-01,6105,2021-07-10,2021-07-12
customer_29,bill_2021-06-01,3118,2021-06-10,2021-06-19
customer_29,bill_2021-02-01,6924,2021-02-10,2021-02-12
customer_30,bill_2021-06-01,10600,2021-06-10,2021-06-29
customer_30,bill_2021-02-01,9500,2021-02-10,2021-04-02
customer_30,bill_2020-12-01,0,2020-12-10,2020-11-30
customer_30,bill_2020-06-01,2640,2020-06-10,2020-07-06
customer_31,bill_2021-11-01,8071,2021-11-10,2021-11-10
customer_31,bill_2021-10-01,21923,2021-10-10,2021-10-28
customer_31,bill_2021-07-01,16421,2021-07-10,2021-07-19
customer_31,bill_2021-08-01,2778,2021-08-10,2021-08-29
customer_31,bill_2021-05-01,17201,2021-05-10,2021-05-20
customer_31,bill_2020-07-01,0,2020-07-10,2020-06-30
customer_31,bill_2021-01-01,8514,2021-01-10,2021-01-22
customer_31,bill_2020-12-01,6600,2020-12-10,2020-12-25
customer_31,bill_2020-11-01,1980,2020-11-10,2020-11-30
customer_31,bill_2020-10-01,1980,2020-10-10,2020-10-15
customer_31,bill_2020-03-01,4972,2020-03-10,2020-03-15
customer_31,bill_2021-04-01,23818,2021-04-10,2021-04-17
customer_34,bill_2021-10-01,7100,2021-10-10,2021-11-02
customer_34,bill_2021-09-01,2240,2021-09-10,2021-09-08
customer_34,bill_2020-08-01,2000,2020-08-10,2020-08-25
customer_35,bill_2021-11-01,14490,2021-11-10,2021-11-15
customer_35,bill_2021-09-01,46000,2021-09-10,2021-09-21
customer_35,bill_2021-08-01,28150,2021-08-10,2021-08-18
customer_35,bill_2021-07-01,7587,2021-07-10,2021-07-14
customer_35,bill_2021-06-01,0,2021-06-10,2021-05-31
customer_35,bill_2021-05-01,8500,2021-05-10,2021-05-10
customer_35,bill_2021-04-01,14235,2021-04-10,2021-04-15
customer_35,bill_2020-07-01,8328,2020-07-10,2020-07-10
customer_35,bill_2021-03-01,17680,2021-03-10,2021-03-16
customer_35,bill_2021-01-01,4150,2021-01-10,2021-01-13
customer_35,bill_2020-12-01,31450,2020-12-10,2020-12-11
customer_35,bill_2020-06-01,10435,2020-06-10,2020-06-10
customer_35,bill_2020-04-01,4250,2020-04-10,2020-04-10
customer_35,bill_2020-03-01,10570,2020-03-10,2020-03-13
customer_35,bill_2020-02-01,9010,2020-02-10,2020-02-10
customer_36,bill_2021-08-01,1880,2021-08-10,2021-08-29
customer_36,bill_2021-06-01,1012,2021-06-10,2021-07-20
customer_36,bill_2020-11-01,6131,2020-11-10,2020-11-18
customer_36,bill_2020-10-01,5000,2020-10-10,2020-10-13
customer_36,bill_2020-06-01,3776,2020-06-10,2020-06-10
customer_36,bill_2020-02-01,1477,2020-02-10,2020-02-09
customer_36,bill_2021-04-01,1760,2021-04-10,2021-04-24
customer_41,bill_2021-06-01,4070,2021-06-10,2021-06-12
customer_41,bill_2020-07-01,1699,2020-07-10,2020-07-10
customer_41,bill_2021-01-01,13981,2021-01-10,2021-01-17
customer_41,bill_2020-10-01,5540,2020-10-10,2020-10-05
customer_44,bill_2021-10-01,4779,2021-10-10,2021-10-13
customer_45,bill_2021-11-01,5000,2021-11-10,
customer_46,bill_2020-07-01,10000,2020-07-10,2020-07-10
customer_46,bill_2020-10-01,3000,2020-10-10,2020-11-25
customer_46,bill_2020-09-01,5000,2020-09-10,2020-09-19
customer_46,bill_2020-08-01,8000,2020-08-10,2020-08-12
customer_47,bill_2021-11-01,2771,2021-11-10,2021-11-13
customer_47,bill_2021-10-01,6107,2021-10-10,2021-10-13
customer_47,bill_2021-07-01,3260,2021-07-10,2021-07-09
customer_47,bill_2021-04-01,6389,2021-04-10,2021-04-05
customer_51,bill_2021-04-01,2621,2021-04-10,2021-04-15
customer_51,bill_2020-12-01,20589,2020-12-10,2020-12-16
customer_51,bill_2020-11-01,9501,2020-11-10,2020-11-12
customer_51,bill_2021-02-01,6248,2021-02-10,2021-02-15
customer_51,bill_2020-10-01,1253,2020-10-10,2020-10-15
customer_51,bill_2020-08-01,19546,2020-08-10,2020-08-13
customer_51,bill_2020-06-01,4635,2020-06-10,2020-06-01
customer_51,bill_2020-04-01,0,2020-04-10,2020-03-31
customer_52,bill_2021-09-01,29009,2021-09-10,2021-09-10
customer_52,bill_2021-11-01,22845,2021-11-10,2021-11-12
customer_52,bill_2021-08-01,10297,2021-08-10,2021-08-10
customer_52,bill_2021-02-01,5478,2021-02-10,2021-02-12
customer_53,bill_2021-11-01,10417,2021-11-10,2021-11-29
customer_53,bill_2021-09-01,3059,2021-09-10,2021-10-19
customer_53,bill_2021-08-01,4586,2021-08-10,2021-08-31
customer_53,bill_2021-06-01,2415,2021-06-10,2021-07-01
customer_53,bill_2020-07-01,3388,2020-07-10,2020-08-13
customer_53,bill_2021-04-01,3580,2021-04-10,2021-04-29
customer_53,bill_2020-12-01,4216,2020-12-10,2020-12-19
customer_53,bill_2020-11-01,1954,2020-11-10,2020-11-26
customer_53,bill_2021-02-01,18049,2021-02-10,2021-02-19
customer_53,bill_2020-10-01,2178,2020-10-10,2020-11-06
customer_53,bill_2020-08-01,10628,2020-08-10,2020-09-09
customer_53,bill_2020-06-01,19229,2020-06-10,2020-06-11
customer_54,bill_2021-11-01,1980,2021-11-10,2021-11-10
customer_54,bill_2021-10-01,1480,2021-10-10,2021-10-08
customer_55,bill_2021-11-01,1480,2021-11-10,2021-11-11
customer_55,bill_2020-11-01,5930,2020-11-10,2020-11-21
customer_55,bill_2020-09-01,2200,2020-09-10,2020-10-19
customer_56,bill_2021-07-01,19800,2021-07-10,2021-07-09
customer_60,bill_2021-09-01,2281,2021-09-10,2021-10-05
customer_60,bill_2021-08-01,19310,2021-08-10,2021-08-11
customer_60,bill_2021-07-01,2980,2021-07-10,2021-07-10
customer_62,bill_2021-11-01,35000,2021-11-10,2021-11-24
customer_62,bill_2021-10-01,45500,2021-10-10,2021-10-25
customer_62,bill_2021-09-01,40000,2021-09-10,2021-09-25
customer_62,bill_2021-08-01,49425,2021-08-10,2021-08-26
customer_62,bill_2021-06-01,75000,2021-06-10,2021-06-29
customer_62,bill_2021-05-01,120000,2021-05-10,2021-05-28
customer_62,bill_2021-04-01,60000,2021-04-10,2021-04-24
customer_62,bill_2020-07-01,80234,2020-07-10,2020-07-15
customer_62,bill_2021-03-01,61000,2021-03-10,2021-03-24
customer_62,bill_2021-02-01,40000,2021-02-10,2021-02-22
customer_62,bill_2021-01-01,65000,2021-01-10,2021-01-29
customer_62,bill_2020-12-01,52000,2020-12-10,2020-12-23
customer_62,bill_2020-11-01,54500,2020-11-10,2020-11-27
customer_62,bill_2020-10-01,57000,2020-10-10,2020-10-23
customer_62,bill_2020-09-01,69000,2020-09-10,2020-09-18
customer_62,bill_2020-08-01,69992,2020-08-10,2020-08-19
customer_62,bill_2020-06-01,63000,2020-06-10,2020-06-15
customer_62,bill_2020-05-01,60590,2020-05-10,2020-05-11
customer_62,bill_2020-04-01,30000,2020-04-10,2020-04-15
customer_62,bill_2020-03-01,90000,2020-03-10,2020-03-27
customer_62,bill_2020-02-01,6000,2020-02-10,2020-02-01
customer_63,bill_2021-11-01,331,2021-11-10,2021-11-14
customer_63,bill_2021-07-01,330,2021-07-10,2021-07-12
customer_63,bill_2021-06-01,330,2021-06-10,2021-06-24
customer_63,bill_2021-01-01,1980,2021-01-10,2021-01-15
customer_63,bill_2021-05-01,330,2021-05-10,2021-05-11
customer_64,bill_2021-11-01,16224,2021-11-10,2021-12-22
customer_65,bill_2021-10-01,0,2021-10-10,2021-09-30
customer_65,bill_2021-06-01,6790,2021-06-10,2021-06-10
customer_66,bill_2020-12-01,6834,2020-12-10,2021-01-02
customer_67,bill_2021-10-01,4470,2021-10-10,2021-10-25
customer_67,bill_2021-08-01,1774,2021-08-10,2021-08-30
customer_67,bill_2021-07-01,24519,2021-07-10,2021-07-19
customer_67,bill_2021-04-01,1558,2021-04-10,2021-05-30
customer_67,bill_2021-03-01,6280,2021-03-10,2021-04-23
customer_73,bill_2021-10-01,13141,2021-10-10,2021-10-15
customer_73,bill_2021-09-01,9225,2021-09-10,2021-09-10
customer_73,bill_2021-08-01,10896,2021-08-10,2021-08-13
customer_73,bill_2021-07-01,2000,2021-07-10,2021-07-10
customer_73,bill_2021-06-01,7787,2021-06-10,2021-06-15
customer_73,bill_2020-10-01,8440,2020-10-10,2020-10-12
customer_73,bill_2021-01-01,5000,2021-01-10,2021-01-15
customer_73,bill_2020-08-01,10912,2020-08-10,2020-08-03
customer_73,bill_2020-03-01,26515,2020-03-10,2020-03-02
customer_73,bill_2021-04-01,9362,2021-04-10,2021-04-06
customer_74,bill_2021-05-01,1100,2021-05-10,2021-05-10
customer_76,bill_2021-05-01,528,2021-05-10,2021-06-07
customer_76,bill_2021-04-01,1076,2021-04-10,2021-05-21
customer_78,bill_2021-10-01,18040,2021-10-10,2021-11-17
customer_78,bill_2020-08-01,13310,2020-08-10,2020-08-10
customer_78,bill_2021-02-01,3135,2021-02-10,2021-02-10
customer_81,bill_2021-10-01,29013,2021-10-10,2021-10-11
customer_81,bill_2021-09-01,9180,2021-09-10,2021-09-13
customer_81,bill_2021-08-01,3700,2021-08-10,2021-08-10
customer_81,bill_2021-07-01,3348,2021-07-10,2021-07-10
customer_81,bill_2021-06-01,9810,2021-06-10,2021-06-09
customer_81,bill_2021-05-01,6626,2021-05-10,2021-05-07
customer_85,bill_2021-11-01,1130,2021-11-10,2021-11-18
customer_85,bill_2021-09-01,16481,2021-09-10,2021-10-06
customer_85,bill_2021-10-01,22005,2021-10-10,2021-10-21
customer_85,bill_2021-08-01,8514,2021-08-10,2021-08-16
customer_85,bill_2021-07-01,2445,2021-07-10,2021-07-26
customer_85,bill_2021-06-01,28643,2021-06-10,2021-06-03
customer_85,bill_2021-05-01,15205,2021-05-10,2021-05-24
customer_85,bill_2020-07-01,20940,2020-07-10,2020-07-02
customer_85,bill_2021-03-01,26651,2021-03-10,2021-03-08
customer_85,bill_2021-04-01,34575,2021-04-10,2021-04-12
customer_85,bill_2021-02-01,5886,2021-02-10,2021-02-10
customer_85,bill_2021-01-01,55403,2021-01-10,2021-01-12
customer_85,bill_2020-12-01,22790,2020-12-10,2020-12-12
customer_85,bill_2020-11-01,18115,2020-11-10,2020-11-08
customer_85,bill_2020-10-01,59720,2020-10-10,2020-10-02
customer_85,bill_2020-09-01,22848,2020-09-10,2020-09-13
customer_85,bill_2020-08-01,17210,2020-08-10,2020-08-11
customer_85,bill_2020-06-01,46673,2020-06-10,2020-06-13
customer_85,bill_2020-05-01,45638,2020-05-10,2020-05-06
customer_85,bill_2020-04-01,21477,2020-04-10,2020-04-08
customer_85,bill_2020-02-01,13270,2020-02-10,2020-02-02
customer_89,bill_2021-11-01,15591,2021-11-10,2022-03-01
customer_89,bill_2021-10-01,7497,2021-10-10,2021-10-11
customer_89,bill_2021-07-01,31328,2021-07-10,2021-09-11
customer_89,bill_2020-10-01,7480,2020-10-10,2020-10-12
customer_91,bill_2021-02-01,9398,2021-02-10,2021-02-12
customer_91,bill_2020-09-01,20000,2020-09-10,2020-09-11
customer_92,bill_2021-07-01,18052,2021-07-10,2021-07-26
customer_92,bill_2021-06-01,18543,2021-06-10,2021-06-12
customer_92,bill_2021-05-01,8493,2021-05-10,2021-05-15
customer_92,bill_2021-04-01,11108,2021-04-10,2021-04-11
customer_93,bill_2021-09-01,7700,2021-09-10,2021-09-13
customer_93,bill_2021-07-01,3868,2021-07-10,2021-07-30
customer_93,bill_2021-06-01,3080,2021-06-10,2021-06-28
customer_93,bill_2021-05-01,5000,2021-05-10,2021-05-10
customer_93,bill_2021-03-01,5130,2021-03-10,2021-03-17
customer_93,bill_2021-04-01,3300,2021-04-10,2021-04-14
customer_93,bill_2021-02-01,10260,2021-02-10,2021-02-23
customer_93,bill_2020-06-01,4199,2020-06-10,2020-06-03
customer_93,bill_2020-05-01,4819,2020-05-10,2020-05-11
customer_93,bill_2020-03-01,3636,2020-03-10,2020-03-05
customer_94,bill_2021-11-01,25160,2021-11-10,2021-11-11
customer_94,bill_2021-09-01,26145,2021-09-10,2021-10-22
customer_94,bill_2021-08-01,76760,2021-08-10,2021-08-18
customer_94,bill_2021-07-01,11245,2021-07-10,2021-07-21
customer_94,bill_2021-06-01,16743,2021-06-10,2021-07-01
customer_94,bill_2021-05-01,60505,2021-05-10,2021-05-19
customer_94,bill_2021-03-01,42352,2021-03-10,2021-03-17
customer_94,bill_2021-04-01,34472,2021-04-10,2021-04-17
customer_94,bill_2021-02-01,11033,2021-02-10,2021-02-15
customer_94,bill_2021-01-01,21410,2021-01-10,2021-01-14
customer_94,bill_2020-12-01,28443,2020-12-10,2020-12-16
customer_94,bill_2020-11-01,15900,2020-11-10,2020-11-16
customer_94,bill_2020-10-01,12476,2020-10-10,2020-10-15
customer_94,bill_2020-09-01,6006,2020-09-10,2020-09-10
customer_94,bill_2020-06-01,19800,2020-06-10,2020-06-11
customer_95,bill_2021-10-01,5268,2021-10-10,2021-10-29
customer_95,bill_2021-08-01,10132,2021-08-10,2021-08-23
customer_95,bill_2021-07-01,8425,2021-07-10,2021-07-14
customer_95,bill_2021-03-01,2879,2021-03-10,2021-03-11
customer_95,bill_2021-04-01,6322,2021-04-10,2021-04-09
customer_96,bill_2021-07-01,3151,2021-07-10,2021-09-06
customer_96,bill_2021-04-01,1438,2021-04-10,2021-05-25
customer_96,bill_2020-10-01,0,2020-10-10,2020-09-30
customer_97,bill_2021-09-01,17000,2021-09-10,2021-10-21
customer_97,bill_2021-06-01,9400,2021-06-10,2021-06-18
customer_97,bill_2020-07-01,11610,2020-07-10,2020-07-02
customer_97,bill_2021-04-01,15041,2021-04-10,2021-04-28
customer_97,bill_2021-02-01,24670,2021-02-10,2021-02-19
customer_97,bill_2021-01-01,11500,2021-01-10,2021-01-02
customer_97,bill_2020-12-01,23227,2020-12-10,2020-12-07
customer_97,bill_2020-11-01,8200,2020-11-10,2020-11-10
customer_97,bill_2020-10-01,9100,2020-10-10,2020-10-16
customer_97,bill_2020-09-01,6070,2020-09-10,2020-09-12
customer_97,bill_2020-08-01,7430,2020-08-10,2020-08-15
customer_97,bill_2020-05-01,7598,2020-05-10,2020-05-11
customer_97,bill_2020-04-01,3369,2020-04-10,2020-04-10
customer_97,bill_2020-03-01,13635,2020-03-10,2020-03-03
customer_98,bill_2021-10-01,3085,2021-10-10,2021-10-28
customer_98,bill_2021-09-01,999,2021-09-10,2021-09-10
customer_102,bill_2021-10-01,500,2021-10-10,2021-10-11
customer_102,bill_2021-08-01,1000,2021-08-10,2021-09-11
customer_102,bill_2021-06-01,1000,2021-06-10,2021-06-19
customer_102,bill_2021-04-01,1000,2021-04-10,2021-04-12
customer_108,bill_2020-05-01,0,2020-05-10,2020-04-30
customer_112,bill_2021-09-01,8250,2021-09-10,2021-10-28
customer_113,bill_2021-10-01,60398,2021-10-10,2021-11-25
customer_113,bill_2021-08-01,7750,2021-08-10,2021-08-25
customer_113,bill_2021-06-01,9871,2021-06-10,2021-06-25
customer_113,bill_2021-03-01,9135,2021-03-10,2021-03-03
customer_113,bill_2021-02-01,9368,2021-02-10,2021-03-01
customer_113,bill_2021-01-01,21049,2021-01-10,2021-01-13
customer_113,bill_2020-12-01,12419,2020-12-10,2020-12-14
customer_113,bill_2020-11-01,0,2020-11-10,2020-10-31
customer_115,bill_2021-10-01,0,2021-10-10,2021-09-30
customer_115,bill_2020-10-01,3418,2020-10-10,2020-10-09
customer_115,bill_2020-07-01,5372,2020-07-10,2020-07-10
customer_115,bill_2020-04-01,3988,2020-04-10,2020-04-21
customer_117,bill_2021-10-01,6520,2021-10-10,2021-11-05
customer_117,bill_2021-07-01,3260,2021-07-10,2021-08-31
customer_117,bill_2021-05-01,8500,2021-05-10,2021-06-07
customer_117,bill_2021-02-01,4458,2021-02-10,2021-03-07
customer_117,bill_2020-12-01,8020,2020-12-10,2021-01-25
customer_117,bill_2021-03-01,4260,2021-03-10,2021-04-02
customer_117,bill_2020-10-01,5710,2020-10-10,2020-11-09
customer_117,bill_2020-09-01,3760,2020-09-10,2020-09-19
customer_117,bill_2020-08-01,4979,2020-08-10,2020-08-05
customer_117,bill_2020-07-01,2000,2020-07-10,2020-07-14
customer_118,bill_2021-11-01,2231,2021-11-10,2022-01-02
customer_119,bill_2021-11-01,5000,2021-11-10,2021-11-20
customer_119,bill_2021-10-01,10000,2021-10-10,2021-10-23
customer_119,bill_2021-09-01,10000,2021-09-10,2021-09-17
customer_119,bill_2021-08-01,3000,2021-08-10,2021-08-19
customer_119,bill_2021-03-01,5000,2021-03-10,2021-03-19
customer_119,bill_2021-04-01,5000,2021-04-10,2021-04-14
customer_119,bill_2021-02-01,5000,2021-02-10,2021-02-18
customer_119,bill_2020-06-01,3000,2020-06-10,2020-07-10
customer_119,bill_2020-05-01,10000,2020-05-10,2020-05-30
customer_119,bill_2020-04-01,14000,2020-04-10,2020-04-17
customer_119,bill_2020-03-01,10000,2020-03-10,2020-03-16
customer_119,bill_2020-02-01,18000,2020-02-10,2020-02-12
customer_120,bill_2021-11-01,6600,2021-11-10,2021-11-30
customer_121,bill_2021-11-01,3000,2021-11-10,2021-11-10
customer_121,bill_2021-09-01,3800,2021-09-10,2021-10-26
customer_121,bill_2021-08-01,7165,2021-08-10,2021-08-10
customer_121,bill_2020-06-01,4000,2020-06-10,2020-06-10
customer_124,bill_2020-04-01,66310,2020-04-10,2020-04-23
customer_126,bill_2021-11-01,127,2021-11-10,2021-11-02
customer_126,bill_2021-09-01,2700,2021-09-10,2021-10-23
customer_126,bill_2021-08-01,7080,2021-08-10,2021-08-29
customer_126,bill_2021-04-01,14298,2021-04-10,2021-04-05
customer_126,bill_2020-11-01,780,2020-11-10,2020-11-07
customer_126,bill_2020-09-01,23200,2020-09-10,2020-09-04
customer_126,bill_2020-08-01,0,2020-08-10,2020-07-31
customer_126,bill_2020-04-01,17558,2020-04-10,2020-04-25
customer_128,bill_2021-09-01,3000,2021-09-10,2021-10-20
customer_128,bill_2021-03-01,500,2021-03-10,2021-04-02
customer_128,bill_2021-02-01,1500,2021-02-10,2021-03-01
customer_128,bill_2021-01-01,2000,2021-01-10,2021-01-25
customer_131,bill_2021-10-01,1562,2021-10-10,2021-10-11
customer_131,bill_2021-09-01,15778,2021-09-10,2021-09-17
customer_131,bill_2021-08-01,2227,2021-08-10,2021-08-11
customer_131,bill_2021-07-01,2420,2021-07-10,2021-07-10
customer_131,bill_2021-06-01,2010,2021-06-10,2021-06-11
customer_139,bill_2021-08-01,12497,2021-08-10,2021-10-09
customer_142,bill_2021-02-01,3828,2021-02-10,2021-02-15
customer_142,bill_2020-04-01,3980,2020-04-10,2020-05-12
customer_142,bill_2020-03-01,5500,2020-03-10,2020-03-25
customer_143,bill_2021-10-01,6459,2021-10-10,2021-11-17
customer_143,bill_2021-09-01,2980,2021-09-10,2021-10-21
customer_143,bill_2021-08-01,21523,2021-08-10,2021-08-08
customer_143,bill_2021-07-01,1627,2021-07-10,2021-08-08
customer_143,bill_2021-06-01,10760,2021-06-10,2021-06-13
customer_143,bill_2021-05-01,26789,2021-05-10,2021-05-11
customer_143,bill_2020-07-01,13134,2020-07-10,2020-07-04
customer_143,bill_2021-04-01,4353,2021-04-10,2021-04-05
customer_143,bill_2021-03-01,13562,2021-03-10,2021-03-06
customer_143,bill_2021-02-01,19528,2021-02-10,2021-02-07
customer_143,bill_2021-01-01,32416,2021-01-10,2021-01-03
customer_143,bill_2020-12-01,17982,2020-12-10,2020-12-06
customer_143,bill_2020-11-01,5037,2020-11-10,2020-11-08
customer_143,bill_2020-10-01,24509,2020-10-10,2020-10-03
customer_143,bill_2020-09-01,33800,2020-09-10,2020-09-06
customer_143,bill_2020-08-01,19369,2020-08-10,2020-08-07
customer_143,bill_2020-06-01,4749,2020-06-10,2020-06-07
customer_143,bill_2020-05-01,11528,2020-05-10,2020-05-01
customer_143,bill_2020-04-01,4749,2020-04-10,2020-04-02
customer_143,bill_2020-03-01,20232,2020-03-10,2020-03-03
customer_143,bill_2020-02-01,32317,2020-02-10,2020-02-01
customer_144,bill_2021-01-01,23662,2021-01-10,2021-01-04
customer_144,bill_2021-04-01,4719,2021-04-10,2021-04-24
customer_144,bill_2020-11-01,8666,2020-11-10,2020-11-20
customer_144,bill_2020-09-01,6410,2020-09-10,2020-09-11
customer_144,bill_2020-08-01,2750,2020-08-10,2020-08-12
customer_145,bill_2021-11-01,10457,2021-11-10,2021-11-13
customer_145,bill_2021-10-01,16640,2021-10-10,2021-10-11
customer_145,bill_2021-06-01,13156,2021-06-10,2021-08-03
customer_145,bill_2021-07-01,18820,2021-07-10,2021-08-13
customer_145,bill_2021-09-01,4026,2021-09-10,2021-09-16
customer_145,bill_2021-05-01,24146,2021-05-10,2021-05-10
customer_145,bill_2021-03-01,9659,2021-03-10,2021-03-15
customer_145,bill_2021-02-01,36942,2021-02-10,2021-02-18
customer_145,bill_2021-01-01,20961,2021-01-10,2021-01-15
customer_145,bill_2020-12-01,1590,2020-12-10,2020-12-15
customer_145,bill_2020-11-01,19250,2020-11-10,2020-11-16
customer_145,bill_2021-04-01,5485,2021-04-10,2021-04-23
customer_145,bill_2020-09-01,3860,2020-09-10,2020-09-08
customer_146,bill_2021-11-01,722,2021-11-10,2021-11-19
customer_146,bill_2021-10-01,7241,2021-10-10,2021-10-20
customer_146,bill_2021-06-01,723,2021-06-10,2021-08-03
customer_146,bill_2021-07-01,1040,2021-07-10,2021-08-06
customer_146,bill_2021-03-01,6980,2021-03-10,2021-03-08
customer_147,bill_2021-10-01,8289,2021-10-10,2021-10-10
customer_147,bill_2021-09-01,4400,2021-09-10,2021-09-11
customer_147,bill_2021-08-01,16219,2021-08-10,2021-08-10
customer_147,bill_2021-04-01,2239,2021-04-10,2021-04-10
customer_147,bill_2021-02-01,1510,2021-02-10,2021-02-05
