customer_id,transaction_id,date_transaction,amount_transaction,category,merchant_account_age,address,email_domain,due_month
customer_2,transaction_31,2021-08-11,2300,Fashion,,OSAKA FU,gmail.com,2021-09-01
customer_2,transaction_32,2021-08-11,1225,Fashion,,OSAKA FU,gmail.com,2021-09-01
customer_2,transaction_33,2021-08-11,1210,Fashion,,OSAKA FU,gmail.com,2021-09-01
customer_2,transaction_34,2021-08-02,6805,Fashion,,OSAKA FU,gmail.com,2021-09-01
customer_2,transaction_35,2021-08-01,1115,Fashion,,OSAKA FU,gmail.com,2021-09-01
customer_2,transaction_36,2021-08-01,4139,Fashion,,OSAKA FU,gmail.com,2021-09-01
customer_2,transaction_37,2021-07-05,1880,Fashion,,OSAKA FU,gmail.com,2021-08-01
customer_2,transaction_38,2021-07-03,1485,Fashion,,OSAKA FU,gmail.com,2021-08-01
customer_2,transaction_39,2021-07-02,2680,Fashion,,OSAKA FU,gmail.com,2021-08-01
customer_2,transaction_40,2021-07-02,4352,Fashion,,OSAKA FU,gmail.com,2021-08-01
customer_2,transaction_41,2021-07-02,6835,Fashion,,OSAKA FU,gmail.com,2021-08-01
customer_2,transaction_42,2021-07-01,1173,Fashion,,OSAKA FU,gmail.com,2021-08-01
customer_2,transaction_43,2021-06-08,2490,Fashion,,OSAKA FU,gmail.com,2021-07-01
customer_2,transaction_44,2021-06-04,2625,Fashion,,OSAKA FU,gmail.com,2021-07-01
customer_2,transaction_45,2021-06-02,5675,Fashion,,OSAKA FU,gmail.com,2021-07-01
customer_2,transaction_46,2021-06-02,1390,Fashion,,OSAKA FU,gmail.com,2021-07-01
customer_2,transaction_47,2021-06-02,4024,Fashion,,OSAKA FU,gmail.com,2021-07-01
customer_2,transaction_48,2021-06-13,1210,Other,,OSAKA FU,gmail.com,2021-07-01
customer_2,transaction_49,2021-05-08,3480,Fashion,,OSAKA FU,gmail.com,2021-06-01
customer_2,transaction_50,2021-05-08,1198,Fashion,,OSAKA FU,gmail.com,2021-06-01
customer_2,transaction_51,2021-05-30,770,Other,,OSAKA FU,gmail.com,2021-06-01
customer_2,transaction_52,2021-05-29,470,Other,,OSAKA FU,gmail.com,2021-06-01
customer_2,transaction_53,2021-04-14,5467,Fashion,,OSAKA FU,gmail.com,2021-05-01
customer_2,transaction_54,2021-04-13,1640,Fashion,,OSAKA FU,gmail.com,2021-05-01
customer_2,transaction_55,2021-04-01,3290,Fashion,,OSAKA FU,gmail.com,2021-05-01
customer_2,transaction_56,2021-04-03,1185,Fashion,,OSAKA FU,gmail.com,2021-05-01
customer_2,transaction_57,2021-04-03,2340,Fashion,,OSAKA FU,gmail.com,2021-05-01
customer_2,transaction_58,2021-04-03,805,Fashion,,OSAKA FU,gmail.com,2021-05-01
customer_2,transaction_59,2021-04-03,2192,Fashion,,OSAKA FU,gmail.com,2021-05-01
customer_2,transaction_60,2021-03-13,973,Fashion,,OSAKA FU,gmail.com,2021-04-01
customer_2,transaction_61,2021-03-13,2980,Fashion,,OSAKA FU,gmail.com,2021-04-01
customer_2,transaction_62,2021-03-09,2689,Fashion,,OSAKA FU,gmail.com,2021-04-01
customer_2,transaction_63,2021-03-01,2640,Fashion,,OSAKA FU,gmail.com,2021-04-01
customer_2,transaction_64,2021-02-15,4509,Fashion,,OSAKA FU,gmail.com,2021-03-01
customer_2,transaction_65,2021-02-11,6292,Fashion,,OSAKA FU,gmail.com,2021-03-01
customer_2,transaction_66,2021-02-11,484,Fashion,,OSAKA FU,gmail.com,2021-03-01
customer_2,transaction_67,2021-02-06,332,Fashion,,OSAKA FU,gmail.com,2021-03-01
customer_2,transaction_68,2020-12-23,958,Fashion,,OSAKA FU,gmail.com,2021-01-01
customer_2,transaction_69,2020-12-17,2860,Fashion,,OSAKA FU,gmail.com,2021-01-01
customer_2,transaction_70,2020-12-11,1799,Fashion,,OSAKA FU,gmail.com,2021-01-01
customer_2,transaction_71,2020-12-10,2157,Fashion,,OSAKA FU,gmail.com,2021-01-01
customer_2,transaction_72,2020-12-07,2860,Fashion,,OSAKA FU,gmail.com,2021-01-01
customer_2,transaction_73,2020-12-06,1578,Fashion,,OSAKA FU,gmail.com,2021-01-01
customer_2,transaction_74,2020-11-09,2504,Fashion,,OSAKA FU,gmail.com,2020-12-01
customer_2,transaction_75,2020-11-08,5989,Fashion,,OSAKA FU,gmail.com,2020-12-01
customer_2,transaction_76,2020-11-01,12049,Fashion,,OSAKA FU,gmail.com,2020-12-01
customer_2,transaction_77,2020-10-23,2180,Fashion,,OSAKA FU,gmail.com,2020-11-01
customer_3,transaction_78,2021-11-04,3080,Fashion,,TOKYO TO,docomo.ne.jp,2021-12-01
customer_3,transaction_79,2021-11-04,798,Fashion,,TOKYO TO,docomo.ne.jp,2021-12-01
customer_3,transaction_80,2021-11-02,2880,Fashion,,TOKYO TO,docomo.ne.jp,2021-12-01
customer_3,transaction_81,2021-11-02,7680,Fashion,,TOKYO TO,docomo.ne.jp,2021-12-01
customer_3,transaction_82,2021-11-04,1079,Mall,,TOKYO TO,docomo.ne.jp,2021-12-01
customer_3,transaction_83,2021-11-26,5440,Mall,,TOKYO TO,docomo.ne.jp,2021-12-01
customer_3,transaction_84,2021-11-21,9175,Mall,,TOKYO TO,docomo.ne.jp,2021-12-01
customer_3,transaction_85,2021-11-14,2946,Mall,,TOKYO TO,docomo.ne.jp,2021-12-01
customer_3,transaction_86,2021-10-28,700,Fashion,,TOKYO TO,docomo.ne.jp,2021-11-01
customer_3,transaction_87,2021-10-14,4400,Fashion,,TOKYO TO,docomo.ne.jp,2021-11-01
customer_3,transaction_88,2021-10-13,7680,Fashion,,TOKYO TO,docomo.ne.jp,2021-11-01
customer_3,transaction_89,2021-10-14,2049,Mall,,TOKYO TO,docomo.ne.jp,2021-11-01
customer_3,transaction_90,2021-10-11,2358,Mall,,TOKYO TO,docomo.ne.jp,2021-11-01
customer_3,transaction_91,2021-09-03,8454,Mall,,TOKYO TO,docomo.ne.jp,2021-10-01
customer_3,transaction_92,2021-09-07,4880,Fashion,,TOKYO TO,docomo.ne.jp,2021-10-01
customer_3,transaction_93,2021-08-31,3303,Mall,,TOKYO TO,docomo.ne.jp,2021-09-01
customer_3,transaction_94,2021-07-17,1787,Fashion,,TOKYO TO,docomo.ne.jp,2021-08-01
customer_3,transaction_95,2021-07-10,2999,Fashion,,TOKYO TO,docomo.ne.jp,2021-08-01
customer_3,transaction_96,2021-07-15,3410,Cosmetics,1145,TOKYO TO,docomo.ne.jp,2021-08-01
customer_3,transaction_97,2021-06-14,4027,Fashion,,TOKYO TO,docomo.ne.jp,2021-07-01
customer_3,transaction_98,2021-06-14,558,Fashion,,TOKYO TO,docomo.ne.jp,2021-07-01
customer_3,transaction_99,2021-04-30,998,Fashion,,TOKYO TO,docomo.ne.jp,2021-05-01
customer_3,transaction_100,2021-04-30,1100,Fashion,,TOKYO TO,docomo.ne.jp,2021-05-01
customer_3,transaction_101,2021-02-26,2200,Fashion,,TOKYO TO,docomo.ne.jp,2021-03-01
customer_3,transaction_102,2021-02-26,1444,Fashion,,TOKYO TO,docomo.ne.jp,2021-03-01
customer_3,transaction_103,2021-02-24,3882,Fashion,,TOKYO TO,docomo.ne.jp,2021-03-01
customer_3,transaction_104,2021-02-24,2000,Fashion,,TOKYO TO,docomo.ne.jp,2021-03-01
customer_3,transaction_105,2021-02-04,2586,Fashion,,TOKYO TO,docomo.ne.jp,2021-03-01
customer_3,transaction_106,2021-02-03,3025,Fashion,,TOKYO TO,docomo.ne.jp,2021-03-01
customer_3,transaction_107,2020-10-29,2280,Fashion,,TOKYO TO,docomo.ne.jp,2020-11-01
customer_3,transaction_108,2020-10-17,3829,Fashion,,TOKYO TO,docomo.ne.jp,2020-11-01
customer_3,transaction_109,2020-10-04,3310,Fashion,,TOKYO TO,docomo.ne.jp,2020-11-01
customer_3,transaction_110,2020-07-18,2070,Cosmetics,,TOKYO TO,docomo.ne.jp,2020-08-01
customer_4,transaction_111,2021-11-26,2935,Mall,,MIE KEN,gmail.com,2021-12-01
customer_4,transaction_112,2021-11-26,3580,Fashion,,MIE KEN,gmail.com,2021-12-01
customer_4,transaction_113,2021-10-25,339,Mall,,MIE KEN,gmail.com,2021-11-01
customer_4,transaction_114,2021-10-30,1598,Fashion,,MIE KEN,gmail.com,2021-11-01
customer_4,transaction_115,2021-09-17,2580,Fashion,,MIE KEN,gmail.com,2021-10-01
customer_4,transaction_116,2021-09-08,799,Mall,,MIE KEN,gmail.com,2021-10-01
customer_4,transaction_117,2021-09-05,1022,Mall,,MIE KEN,gmail.com,2021-10-01
customer_4,transaction_118,2021-09-09,581,Mall,,MIE KEN,gmail.com,2021-10-01
customer_4,transaction_119,2021-08-27,2488,Mall,,MIE KEN,gmail.com,2021-09-01
customer_4,transaction_120,2021-07-07,2541,Mall,,MIE KEN,gmail.com,2021-08-01
customer_4,transaction_121,2021-07-16,1683,Mall,,MIE KEN,gmail.com,2021-08-01
customer_4,transaction_122,2021-07-18,2497,Mall,,MIE KEN,gmail.com,2021-08-01
customer_4,transaction_123,2021-06-11,3553,Fashion,,MIE KEN,gmail.com,2021-07-01
customer_4,transaction_124,2021-06-10,3259,Mall,,MIE KEN,gmail.com,2021-07-01
customer_4,transaction_125,2021-04-05,8499,Fashion,,MIE KEN,gmail.com,2021-05-01
customer_4,transaction_126,2021-04-05,799,Fashion,,MIE KEN,gmail.com,2021-05-01
customer_4,transaction_127,2021-04-13,2488,Mall,,MIE KEN,gmail.com,2021-05-01
customer_4,transaction_128,2021-03-06,3799,Mall,,MIE KEN,gmail.com,2021-04-01
customer_4,transaction_129,2021-03-10,676,Mall,,MIE KEN,gmail.com,2021-04-01
customer_4,transaction_130,2021-02-14,6441,Fashion,,MIE KEN,gmail.com,2021-03-01
customer_4,transaction_131,2021-02-14,3800,Fashion,,MIE KEN,gmail.com,2021-03-01
customer_4,transaction_132,2021-02-02,500,Fashion,,MIE KEN,gmail.com,2021-03-01
customer_4,transaction_133,2021-01-24,1520,Mall,,MIE KEN,gmail.com,2021-02-01
customer_4,transaction_134,2020-12-04,4386,Mall,,MIE KEN,gmail.com,2021-01-01
customer_5,transaction_135,2021-11-21,10000,Other,,OSAKA FU,docomo.ne.jp,2021-12-01
customer_5,transaction_136,2021-11-29,3518,Other,,OSAKA FU,docomo.ne.jp,2021-12-01
customer_5,transaction_137,2021-05-23,9500,Marketplace,,OSAKA FU,docomo.ne.jp,2021-06-01
customer_5,transaction_138,2021-01-24,4900,Mall,,OSAKA FU,docomo.ne.jp,2021-02-01
customer_5,transaction_139,2020-12-02,6680,Mall,,OSAKA FU,docomo.ne.jp,2021-01-01
customer_5,transaction_140,2020-12-12,6680,Mall,,OSAKA FU,docomo.ne.jp,2021-01-01
customer_5,transaction_141,2020-11-15,3360,Fashion,,OSAKA FU,docomo.ne.jp,2020-12-01
customer_5,transaction_142,2020-01-19,8432,Marketplace,,OSAKA FU,docomo.ne.jp,2020-02-01
customer_6,transaction_143,2021-11-25,5072,Cosmetics,170,SHIGA KEN,i.softbank.jp,2021-12-01
customer_6,transaction_144,2021-11-25,5072,Cosmetics,170,KYOTO FU,i.softbank.jp,2021-12-01
customer_6,transaction_145,2021-09-26,5072,Cosmetics,110,SHIGA KEN,i.softbank.jp,2021-10-01
customer_6,transaction_146,2021-09-26,5072,Cosmetics,110,KYOTO FU,i.softbank.jp,2021-10-01
customer_6,transaction_147,2021-08-06,5072,Cosmetics,59,TOKYO TO,i.softbank.jp,2021-09-01
customer_6,transaction_148,2021-07-29,1078,Cosmetics,51,TOKYO TO,i.softbank.jp,2021-09-01
customer_6,transaction_149,2021-06-08,3278,Cosmetics,0,TOKYO TO,i.softbank.jp,2021-07-01
customer_7,transaction_150,2021-11-07,28000,Mall,,SHIGA KEN,icloud.com,2021-12-01
customer_7,transaction_151,2021-11-07,28000,Mall,,KYOTO FU,icloud.com,2021-12-01
customer_8,transaction_152,2021-12-12,1058,Mall,,TOKYO TO,gmail.com,2022-01-01
customer_8,transaction_153,2021-12-12,1058,Mall,,HYOGO KEN,gmail.com,2022-01-01
customer_8,transaction_154,2021-11-29,5647,Mall,,TOKYO TO,gmail.com,2021-12-01
customer_8,transaction_155,2021-11-29,5647,Mall,,HYOGO KEN,gmail.com,2021-12-01
customer_8,transaction_156,2021-09-09,1392,Mall,,TOKYO TO,gmail.com,2021-10-01
customer_8,transaction_157,2021-09-09,1392,Mall,,HYOGO KEN,gmail.com,2021-10-01
customer_8,transaction_158,2021-09-05,2000,Mall,,TOKYO TO,gmail.com,2021-10-01
customer_8,transaction_159,2021-09-05,2000,Mall,,HYOGO KEN,gmail.com,2021-10-01
customer_8,transaction_160,2021-09-05,6909,Mall,,TOKYO TO,gmail.com,2021-10-01
customer_8,transaction_161,2021-09-05,6909,Mall,,HYOGO KEN,gmail.com,2021-10-01
customer_8,transaction_162,2021-03-01,4440,Mall,,TOKYO TO,gmail.com,2021-04-01
customer_8,transaction_163,2021-03-01,4440,Mall,,HYOGO KEN,gmail.com,2021-04-01
customer_8,transaction_164,2021-02-15,1480,Mall,,TOKYO TO,gmail.com,2021-03-01
customer_8,transaction_165,2021-02-15,1480,Mall,,HYOGO KEN,gmail.com,2021-03-01
customer_8,transaction_166,2021-02-15,3140,Mall,,TOKYO TO,gmail.com,2021-03-01
customer_8,transaction_167,2021-02-15,3140,Mall,,HYOGO KEN,gmail.com,2021-03-01
customer_9,transaction_168,2021-11-22,11499,Mall,,KANAGAWA KEN,softbank.ne.jp,2021-12-01
customer_10,transaction_169,2021-11-04,2860,Other,,OKAYAMA KEN,yahoo.co.jp,2021-12-01
customer_11,transaction_170,2021-11-02,984,Other,,OSAKA FU,icloud.com,2021-12-01
customer_11,transaction_171,2021-10-12,689,Other,,OSAKA FU,icloud.com,2021-11-01
customer_11,transaction_172,2020-10-15,2150,Mall,,OSAKA FU,icloud.com,2020-11-01
customer_12,transaction_173,2021-11-26,3778,Mall,,HYOGO KEN,icloud.com,2021-12-01
customer_12,transaction_174,2021-09-06,2424,Mall,,HYOGO KEN,icloud.com,2021-10-01
customer_12,transaction_175,2020-10-02,2073,Marketplace,,HYOGO KEN,icloud.com,2020-11-01
customer_12,transaction_176,2020-04-04,1917,Marketplace,,HYOGO KEN,icloud.com,2020-05-01
customer_12,transaction_177,2020-03-29,2024,Marketplace,,HYOGO KEN,icloud.com,2020-04-01
customer_12,transaction_178,2020-02-15,2525,Marketplace,,HYOGO KEN,icloud.com,2020-03-01
customer_13,transaction_179,2021-12-10,5710,Fashion,,KANAGAWA KEN,ezweb.ne.jp,2022-01-01
customer_13,transaction_180,2021-12-05,1210,Other,,KANAGAWA KEN,ezweb.ne.jp,2022-01-01
customer_13,transaction_181,2021-11-06,1232,Other,,KANAGAWA KEN,ezweb.ne.jp,2021-12-01
customer_13,transaction_182,2021-11-06,937,Other,,KANAGAWA KEN,ezweb.ne.jp,2021-12-01
customer_13,transaction_183,2021-11-03,770,Other,,KANAGAWA KEN,ezweb.ne.jp,2021-12-01
customer_13,transaction_184,2021-11-14,345,Other,,KANAGAWA KEN,ezweb.ne.jp,2021-12-01
customer_13,transaction_185,2021-10-04,1650,Other,,KANAGAWA KEN,ezweb.ne.jp,2021-11-01
customer_13,transaction_186,2021-10-03,1001,Other,,KANAGAWA KEN,ezweb.ne.jp,2021-11-01
customer_13,transaction_187,2021-10-04,990,Other,,KANAGAWA KEN,ezweb.ne.jp,2021-11-01
customer_13,transaction_188,2021-10-04,550,Other,,KANAGAWA KEN,ezweb.ne.jp,2021-11-01
customer_13,transaction_189,2021-09-07,500,Digital,801,KANAGAWA KEN,ezweb.ne.jp,2021-10-01
customer_13,transaction_190,2021-09-28,1800,Fashion,,KANAGAWA KEN,ezweb.ne.jp,2021-10-01
customer_13,transaction_191,2021-08-08,500,Digital,771,KANAGAWA KEN,ezweb.ne.jp,2021-09-01
customer_13,transaction_192,2021-08-29,500,Digital,792,KANAGAWA KEN,ezweb.ne.jp,2021-09-01
customer_13,transaction_193,2021-08-14,500,Digital,777,KANAGAWA KEN,ezweb.ne.jp,2021-09-01
customer_13,transaction_194,2021-08-10,500,Digital,773,KANAGAWA KEN,ezweb.ne.jp,2021-09-01
customer_13,transaction_195,2021-08-14,500,Digital,777,KANAGAWA KEN,ezweb.ne.jp,2021-09-01
customer_13,transaction_196,2021-08-07,500,Digital,770,KANAGAWA KEN,ezweb.ne.jp,2021-09-01
customer_13,transaction_197,2021-08-29,500,Digital,792,KANAGAWA KEN,ezweb.ne.jp,2021-09-01
customer_13,transaction_198,2021-08-29,500,Digital,792,KANAGAWA KEN,ezweb.ne.jp,2021-09-01
customer_13,transaction_199,2021-08-07,500,Digital,770,KANAGAWA KEN,ezweb.ne.jp,2021-09-01
customer_13,transaction_200,2021-08-14,1000,Digital,777,KANAGAWA KEN,ezweb.ne.jp,2021-09-01
customer_13,transaction_201,2021-07-16,1000,Digital,748,KANAGAWA KEN,ezweb.ne.jp,2021-08-01
customer_13,transaction_202,2021-07-05,500,Digital,737,KANAGAWA KEN,ezweb.ne.jp,2021-08-01
customer_13,transaction_203,2021-07-26,500,Digital,758,KANAGAWA KEN,ezweb.ne.jp,2021-08-01
customer_13,transaction_204,2021-07-05,500,Digital,737,KANAGAWA KEN,ezweb.ne.jp,2021-08-01
customer_13,transaction_205,2021-07-24,500,Digital,756,KANAGAWA KEN,ezweb.ne.jp,2021-08-01
customer_13,transaction_206,2021-07-16,500,Digital,748,KANAGAWA KEN,ezweb.ne.jp,2021-08-01
customer_13,transaction_207,2021-07-24,500,Digital,756,KANAGAWA KEN,ezweb.ne.jp,2021-08-01
customer_13,transaction_208,2021-07-17,500,Digital,749,KANAGAWA KEN,ezweb.ne.jp,2021-08-01
customer_13,transaction_209,2021-07-29,500,Digital,761,KANAGAWA KEN,ezweb.ne.jp,2021-08-01
customer_13,transaction_210,2021-07-16,500,Digital,748,KANAGAWA KEN,ezweb.ne.jp,2021-08-01
customer_13,transaction_211,2021-06-05,500,Digital,707,KANAGAWA KEN,ezweb.ne.jp,2021-07-01
customer_13,transaction_212,2021-06-06,500,Digital,708,KANAGAWA KEN,ezweb.ne.jp,2021-07-01
customer_13,transaction_213,2021-06-06,500,Digital,708,KANAGAWA KEN,ezweb.ne.jp,2021-07-01
customer_13,transaction_214,2021-06-30,500,Digital,732,KANAGAWA KEN,ezweb.ne.jp,2021-07-01
customer_13,transaction_215,2021-06-30,500,Digital,732,KANAGAWA KEN,ezweb.ne.jp,2021-07-01
customer_13,transaction_216,2021-05-23,500,Digital,694,KANAGAWA KEN,ezweb.ne.jp,2021-06-01
customer_13,transaction_217,2021-05-23,500,Digital,694,KANAGAWA KEN,ezweb.ne.jp,2021-06-01
customer_13,transaction_218,2021-05-08,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-06-01
customer_13,transaction_219,2021-05-07,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-06-01
customer_13,transaction_220,2021-05-11,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-06-01
customer_13,transaction_221,2021-05-07,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-06-01
customer_13,transaction_222,2021-05-07,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-06-01
customer_13,transaction_223,2021-04-08,1415,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-05-01
customer_13,transaction_224,2021-03-28,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-04-01
customer_13,transaction_225,2021-03-28,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-04-01
customer_13,transaction_226,2021-03-25,2000,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-04-01
customer_13,transaction_227,2021-02-25,1000,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-03-01
customer_13,transaction_228,2021-02-25,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-03-01
customer_13,transaction_229,2021-02-25,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-03-01
customer_13,transaction_230,2021-02-25,1000,Digital,,KANAGAWA KEN,ezweb.ne.jp,2021-03-01
customer_13,transaction_231,2020-11-30,1000,Digital,520,KANAGAWA KEN,ezweb.ne.jp,2020-12-01
customer_13,transaction_232,2020-11-30,500,Digital,520,KANAGAWA KEN,ezweb.ne.jp,2020-12-01
customer_13,transaction_233,2020-11-29,1000,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-12-01
customer_13,transaction_234,2020-11-30,500,Digital,520,KANAGAWA KEN,ezweb.ne.jp,2020-12-01
customer_13,transaction_235,2020-11-30,500,Digital,520,KANAGAWA KEN,ezweb.ne.jp,2020-12-01
customer_13,transaction_236,2020-11-30,1000,Digital,520,KANAGAWA KEN,ezweb.ne.jp,2020-12-01
customer_13,transaction_237,2020-09-28,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-10-01
customer_13,transaction_238,2020-09-27,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-10-01
customer_13,transaction_239,2020-09-25,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-10-01
customer_13,transaction_240,2020-09-25,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-10-01
customer_13,transaction_241,2020-09-27,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-10-01
customer_13,transaction_242,2020-09-26,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-10-01
customer_13,transaction_243,2020-09-27,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-10-01
customer_13,transaction_244,2020-09-26,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-10-01
customer_13,transaction_245,2020-09-27,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-10-01
customer_13,transaction_246,2020-09-27,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-10-01
customer_13,transaction_247,2020-09-28,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-10-01
customer_13,transaction_248,2020-08-03,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-09-01
customer_13,transaction_249,2020-08-02,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-09-01
customer_13,transaction_250,2020-08-12,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-09-01
customer_13,transaction_251,2020-07-23,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-08-01
customer_13,transaction_252,2020-07-22,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-08-01
customer_13,transaction_253,2020-07-22,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-08-01
customer_13,transaction_254,2020-07-03,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-08-01
customer_13,transaction_255,2020-07-03,1000,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-08-01
customer_13,transaction_256,2020-07-02,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-08-01
customer_13,transaction_257,2020-07-22,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-08-01
customer_13,transaction_258,2020-07-09,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-08-01
customer_13,transaction_259,2020-07-22,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-08-01
customer_13,transaction_260,2020-06-14,704,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_261,2020-06-01,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_262,2020-06-09,2000,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_263,2020-06-04,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_264,2020-06-14,1000,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_265,2020-06-30,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_266,2020-06-07,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_267,2020-06-01,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_268,2020-06-08,2000,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_269,2020-06-30,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_270,2020-06-07,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_271,2020-06-02,500,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_272,2020-06-07,1000,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
customer_13,transaction_273,2020-06-07,2000,Digital,,KANAGAWA KEN,ezweb.ne.jp,2020-07-01
