customer_id,bill_id,amount_billed,date_due,date_paid
customer_50,bill_2021-12-01,1655,2021-12-10,2021-12-26
customer_51,bill_2021-12-01,4885,2021-12-10,2022-01-15
customer_52,bill_2021-12-01,10029,2021-12-10,2021-12-17
customer_53,bill_2021-12-01,4376,2021-12-10,2022-01-03
customer_54,bill_2021-12-01,1980,2021-12-10,2022-01-20
customer_55,bill_2021-12-01,8880,2021-12-10,2021-12-20
customer_56,bill_2021-12-01,3894,2021-12-10,2021-12-31
customer_57,bill_2021-12-01,2800,2021-12-10,2022-01-20
customer_58,bill_2021-12-01,5490,2021-12-10,2022-02-01
customer_59,bill_2021-12-01,890,2021-12-10,2021-12-20
customer_60,bill_2021-12-01,6362,2021-12-10,2021-12-30
customer_61,bill_2021-12-01,6277,2021-12-10,2022-01-25
customer_62,bill_2021-12-01,33060,2021-12-10,2021-12-20
customer_63,bill_2021-12-01,900,2021-12-10,2021-12-18
customer_64,bill_2021-12-01,1350,2021-12-10,2022-03-29
customer_65,bill_2021-12-01,18609,2021-12-10,2022-01-20
customer_66,bill_2021-12-01,4319,2021-12-10,2022-01-05
customer_67,bill_2021-12-01,16000,2021-12-10,2021-12-26
customer_68,bill_2021-12-01,1200,2021-12-10,2022-01-27
customer_69,bill_2021-12-01,8690,2021-12-10,2021-12-25
customer_70,bill_2021-12-01,3740,2021-12-10,2021-12-19
customer_71,bill_2021-12-01,10280,2021-12-10,2022-01-26
customer_72,bill_2021-12-01,4651,2021-12-10,2021-12-20
customer_73,bill_2021-12-01,10000,2021-12-10,2021-12-16
customer_74,bill_2021-12-01,1000,2021-12-10,2021-12-17
customer_75,bill_2021-12-01,66400,2021-12-10,2022-01-24
customer_76,bill_2021-12-01,1000,2021-12-10,2022-03-25
customer_77,bill_2021-12-01,1000,2021-12-10,2021-12-16
customer_78,bill_2021-12-01,15950,2021-12-10,2022-01-31
customer_79,bill_2021-12-01,5980,2021-12-10,2022-01-24
customer_80,bill_2021-12-01,5550,2021-12-10,2021-12-16
customer_81,bill_2021-12-01,17171,2021-12-10,2021-12-18
customer_82,bill_2021-12-01,1236,2021-12-10,2022-02-04
customer_83,bill_2021-12-01,5480,2021-12-10,2022-01-20
customer_84,bill_2021-12-01,23070,2021-12-10,2021-12-29
customer_85,bill_2021-12-01,2195,2021-12-10,2022-01-15
customer_86,bill_2021-12-01,4700,2021-12-10,2021-12-22
customer_87,bill_2021-12-01,10948,2021-12-10,2021-12-21
customer_88,bill_2021-12-01,3200,2021-12-10,2022-03-24
customer_89,bill_2021-12-01,270,2021-12-10,
customer_90,bill_2021-12-01,15164,2021-12-10,
customer_91,bill_2021-12-01,7249,2021-12-10,2021-12-20
customer_92,bill_2021-12-01,12183,2021-12-10,2021-12-24
customer_93,bill_2021-12-01,4851,2021-12-10,2022-03-25
customer_94,bill_2021-12-01,29825,2021-12-10,2021-12-20
customer_95,bill_2021-12-01,9400,2021-12-10,2021-12-16
customer_96,bill_2021-12-01,4338,2021-12-10,2022-02-03
customer_97,bill_2021-12-01,14333,2021-12-10,2022-01-04
customer_98,bill_2021-12-01,6550,2021-12-10,2022-01-26
customer_99,bill_2021-12-01,299,2021-12-10,
customer_100,bill_2021-12-01,5852,2021-12-10,
customer_101,bill_2021-12-01,13177,2021-12-10,2022-01-07
customer_102,bill_2021-12-01,2000,2021-12-10,2022-03-21
customer_103,bill_2021-12-01,6955,2021-12-10,2022-04-06
customer_104,bill_2021-12-01,4180,2021-12-10,2021-12-19
customer_105,bill_2021-12-01,5796,2021-12-10,
customer_106,bill_2021-12-01,2110,2021-12-10,2022-02-17
customer_107,bill_2021-12-01,27598,2021-12-10,2022-01-08
customer_108,bill_2021-12-01,59262,2021-12-10,2022-01-20
customer_109,bill_2021-12-01,1990,2021-12-10,2021-12-21
customer_110,bill_2021-12-01,20286,2021-12-10,2021-12-16
customer_111,bill_2021-12-01,9010,2021-12-10,2022-01-11
customer_112,bill_2021-12-01,3265,2021-12-10,2022-01-03
customer_113,bill_2021-12-01,28936,2021-12-10,2022-04-01
customer_114,bill_2021-12-01,7350,2021-12-10,
customer_115,bill_2021-12-01,689,2021-12-10,
customer_116,bill_2021-12-01,1620,2021-12-10,2022-01-25
customer_117,bill_2021-12-01,11312,2021-12-10,2022-03-27
customer_118,bill_2021-12-01,681,2021-12-10,2022-01-02
customer_119,bill_2021-12-01,20000,2021-12-10,2021-12-22
customer_120,bill_2021-12-01,10,2021-12-10,2022-01-27
customer_121,bill_2021-12-01,2000,2021-12-10,2022-01-20
customer_122,bill_2021-12-01,7632,2021-12-10,2021-12-30
customer_123,bill_2021-12-01,13258,2021-12-10,2022-04-04
customer_124,bill_2021-12-01,8000,2021-12-10,2022-04-01
customer_125,bill_2021-12-01,10228,2021-12-10,2021-12-16
customer_126,bill_2021-12-01,4990,2021-12-10,2021-12-21
customer_127,bill_2021-12-01,14203,2021-12-10,
customer_128,bill_2021-12-01,500,2021-12-10,2021-12-18
customer_129,bill_2021-12-01,4180,2021-12-10,2021-12-22
customer_130,bill_2021-12-01,2494,2021-12-10,2021-12-19
customer_131,bill_2021-12-01,1127,2021-12-10,2022-01-20
customer_132,bill_2021-12-01,4523,2021-12-10,2022-03-29
customer_133,bill_2021-12-01,10738,2021-12-10,2021-12-18
customer_134,bill_2021-12-01,9040,2021-12-10,
customer_135,bill_2021-12-01,4071,2021-12-10,2022-02-01
customer_136,bill_2021-12-01,2980,2021-12-10,2021-12-24
customer_137,bill_2021-12-01,8800,2021-12-10,
customer_138,bill_2021-12-01,1322,2021-12-10,2022-03-24
customer_139,bill_2021-12-01,800,2021-12-10,2021-12-21
customer_140,bill_2021-12-01,9300,2021-12-10,
customer_141,bill_2021-12-01,5850,2021-12-10,2021-12-25
customer_142,bill_2021-12-01,7170,2021-12-10,2022-02-01
customer_143,bill_2021-12-01,9096,2021-12-10,2022-01-24
customer_144,bill_2021-12-01,3758,2021-12-10,2022-01-21
customer_145,bill_2021-12-01,17913,2021-12-10,2021-12-22
customer_146,bill_2021-12-01,21739,2021-12-10,2022-01-25
customer_147,bill_2021-12-01,1888,2021-12-10,2021-12-17
customer_148,bill_2021-12-01,2673,2021-12-10,2022-01-04
customer_149,bill_2021-12-01,1694,2021-12-10,2022-02-01
customer_150,bill_2021-12-01,23829,2021-12-10,
customer_151,bill_2021-12-01,17894,2021-12-10,
customer_152,bill_2021-12-01,4512,2021-12-10,2022-02-01
customer_153,bill_2021-12-01,2800,2021-12-10,2022-01-13
customer_154,bill_2021-12-01,17319,2021-12-10,2021-12-20
customer_155,bill_2021-12-01,7249,2021-12-10,
customer_156,bill_2021-12-01,1940,2021-12-10,2022-01-21
customer_157,bill_2021-12-01,1920,2021-12-10,
customer_158,bill_2021-12-01,7947,2021-12-10,2022-01-07
customer_159,bill_2021-12-01,10906,2021-12-10,2022-01-06
customer_160,bill_2021-12-01,3196,2021-12-10,
customer_161,bill_2021-12-01,10700,2021-12-10,2021-12-26
customer_162,bill_2021-12-01,18300,2021-12-10,2021-12-22
customer_163,bill_2021-12-01,2485,2021-12-10,2022-01-05
customer_164,bill_2021-12-01,17819,2021-12-10,
customer_165,bill_2021-12-01,3936,2021-12-10,
customer_166,bill_2021-12-01,5900,2021-12-10,2022-04-09
customer_167,bill_2021-12-01,8000,2021-12-10,2022-01-25
customer_168,bill_2021-12-01,21537,2021-12-10,2022-03-16
customer_169,bill_2021-12-01,3520,2021-12-10,2021-12-21
customer_170,bill_2021-12-01,3770,2021-12-10,2022-01-11
customer_171,bill_2021-12-01,4950,2021-12-10,2021-12-30
customer_172,bill_2021-12-01,1000,2021-12-10,
customer_173,bill_2021-12-01,1823,2021-12-10,2022-01-09
customer_174,bill_2021-12-01,4399,2021-12-10,2021-12-16
customer_175,bill_2021-12-01,14350,2021-12-10,2022-01-27
customer_176,bill_2021-12-01,11580,2021-12-10,2022-01-12
customer_177,bill_2021-12-01,2392,2021-12-10,2022-01-18
customer_178,bill_2021-12-01,6400,2021-12-10,2022-01-04
customer_179,bill_2021-12-01,7000,2021-12-10,2022-03-18
customer_180,bill_2021-12-01,11230,2021-12-10,2021-12-22
customer_181,bill_2021-12-01,16404,2021-12-10,2021-12-20
customer_182,bill_2021-12-01,499,2021-12-10,2022-01-25
customer_183,bill_2021-12-01,5673,2021-12-10,2021-12-22
customer_184,bill_2021-12-01,9600,2021-12-10,2021-12-21
customer_185,bill_2021-12-01,20825,2021-12-10,
customer_186,bill_2021-12-01,5404,2021-12-10,2021-12-21
customer_187,bill_2021-12-01,1980,2021-12-10,2021-12-21
customer_188,bill_2021-12-01,22073,2021-12-10,2021-12-18
customer_189,bill_2021-12-01,1610,2021-12-10,
customer_190,bill_2021-12-01,14000,2021-12-10,2022-01-04
customer_191,bill_2021-12-01,5886,2021-12-10,2022-01-20
customer_192,bill_2021-12-01,3811,2021-12-10,2021-12-23
customer_193,bill_2021-12-01,9076,2021-12-10,2022-01-21
customer_194,bill_2021-12-01,1904,2021-12-10,2021-12-17
customer_195,bill_2021-12-01,23062,2021-12-10,2021-12-19
customer_196,bill_2021-12-01,3980,2021-12-10,2021-12-29
customer_197,bill_2021-12-01,5732,2021-12-10,
customer_198,bill_2021-12-01,3100,2021-12-10,2021-12-31
customer_199,bill_2021-12-01,2805,2021-12-10,2021-12-20
customer_200,bill_2021-12-01,2505,2021-12-10,2022-01-26
customer_201,bill_2021-12-01,19979,2021-12-10,2022-01-19
customer_202,bill_2021-12-01,2629,2021-12-10,2021-12-19
customer_203,bill_2021-12-01,3998,2021-12-10,2022-01-25
customer_204,bill_2021-12-01,3135,2021-12-10,2022-01-24
customer_205,bill_2021-12-01,3960,2021-12-10,2022-01-25
customer_206,bill_2021-12-01,2865,2021-12-10,2022-02-28
customer_207,bill_2021-12-01,4400,2021-12-10,2022-03-24
customer_208,bill_2021-12-01,4184,2021-12-10,
customer_209,bill_2021-12-01,12267,2021-12-10,2022-01-26
customer_210,bill_2021-12-01,26056,2021-12-10,2022-01-03
customer_211,bill_2021-12-01,6100,2021-12-10,2022-01-19
customer_212,bill_2021-12-01,5000,2021-12-10,2022-03-28
customer_213,bill_2021-12-01,110,2021-12-10,2022-01-11
customer_214,bill_2021-12-01,5057,2021-12-10,2021-12-25
customer_215,bill_2021-12-01,13310,2021-12-10,2022-01-25
customer_216,bill_2021-12-01,500,2021-12-10,
customer_217,bill_2021-12-01,19562,2021-12-10,2022-01-21
customer_218,bill_2021-12-01,2780,2021-12-10,
customer_219,bill_2021-12-01,2178,2021-12-10,2022-01-13
customer_220,bill_2021-12-01,3484,2021-12-10,2022-01-04
customer_221,bill_2021-12-01,11522,2021-12-10,2021-12-16
customer_222,bill_2021-12-01,5900,2021-12-10,2022-01-25
customer_223,bill_2021-12-01,6467,2021-12-10,2022-01-15
customer_224,bill_2021-12-01,15920,2021-12-10,2022-01-25
customer_225,bill_2021-12-01,14597,2021-12-10,2022-01-25
customer_226,bill_2021-12-01,31810,2021-12-10,2022-01-14
customer_227,bill_2021-12-01,1280,2021-12-10,2021-12-26
customer_228,bill_2021-12-01,5673,2021-12-10,2022-01-20
customer_229,bill_2021-12-01,12917,2021-12-10,2021-12-19
customer_230,bill_2021-12-01,7944,2021-12-10,2021-12-20
customer_231,bill_2021-12-01,15924,2021-12-10,2022-01-28
customer_232,bill_2021-12-01,5000,2021-12-10,2021-12-17
customer_233,bill_2021-12-01,2403,2021-12-10,
customer_234,bill_2021-12-01,25300,2021-12-10,2022-01-12
customer_235,bill_2021-12-01,770,2021-12-10,2021-12-25
customer_236,bill_2021-12-01,21618,2021-12-10,2022-01-10
customer_237,bill_2021-12-01,3731,2021-12-10,2021-12-24
customer_238,bill_2021-12-01,1749,2021-12-10,2021-12-27
customer_239,bill_2021-12-01,7177,2021-12-10,
customer_240,bill_2021-12-01,2480,2021-12-10,2022-02-28
customer_241,bill_2021-12-01,1438,2021-12-10,2022-01-19
customer_242,bill_2021-12-01,3796,2021-12-10,2022-01-31
customer_243,bill_2021-12-01,5600,2021-12-10,2022-03-28
customer_244,bill_2021-12-01,980,2021-12-10,2022-03-24
customer_245,bill_2021-12-01,12280,2021-12-10,2022-02-02
customer_246,bill_2021-12-01,3650,2021-12-10,2021-12-21
customer_247,bill_2021-12-01,72596,2021-12-10,2022-03-30
customer_248,bill_2021-12-01,6600,2021-12-10,2022-01-27
customer_249,bill_2021-12-01,5164,2021-12-10,2021-12-16
customer_250,bill_2021-12-01,6185,2021-12-10,2022-03-29
customer_251,bill_2021-12-01,7180,2021-12-10,2022-01-10
customer_252,bill_2021-12-01,5003,2021-12-10,2021-12-20
customer_253,bill_2021-12-01,620,2021-12-10,2022-01-07
customer_254,bill_2021-12-01,2579,2021-12-10,2022-02-02
customer_255,bill_2021-12-01,700,2021-12-10,2021-12-25
customer_256,bill_2021-12-01,5422,2021-12-10,2021-12-25
customer_257,bill_2021-12-01,990,2021-12-10,2022-03-20
customer_258,bill_2021-12-01,12375,2021-12-10,
customer_259,bill_2021-12-01,3035,2021-12-10,2021-12-20
customer_260,bill_2021-12-01,20333,2021-12-10,2021-12-28
customer_261,bill_2021-12-01,6650,2021-12-10,2021-12-28
customer_262,bill_2021-12-01,4500,2021-12-10,2021-12-22
customer_263,bill_2021-12-01,8279,2021-12-10,2022-02-09
customer_264,bill_2021-12-01,6009,2021-12-10,2022-01-24
customer_265,bill_2021-12-01,7083,2021-12-10,2021-12-20
customer_266,bill_2021-12-01,7970,2021-12-10,
customer_267,bill_2021-12-01,10579,2021-12-10,2022-03-25
customer_268,bill_2021-12-01,3680,2021-12-10,
customer_269,bill_2021-12-01,1368,2021-12-10,2022-02-02
customer_270,bill_2021-12-01,7850,2021-12-10,2022-04-03
customer_271,bill_2021-12-01,5754,2021-12-10,2022-01-28
customer_272,bill_2021-12-01,6877,2021-12-10,2021-12-31
customer_273,bill_2021-12-01,26095,2021-12-10,2021-12-24
customer_274,bill_2021-12-01,6990,2021-12-10,2021-12-20
customer_275,bill_2021-12-01,5990,2021-12-10,2021-12-20
customer_276,bill_2021-12-01,2087,2021-12-10,2021-12-21
customer_277,bill_2021-12-01,580,2021-12-10,2021-12-18
customer_278,bill_2021-12-01,8400,2021-12-10,2022-02-02
customer_279,bill_2021-12-01,7260,2021-12-10,2022-03-25
customer_280,bill_2021-12-01,11113,2021-12-10,
customer_281,bill_2021-12-01,5980,2021-12-10,2021-12-17
customer_282,bill_2021-12-01,7159,2021-12-10,2021-12-17
customer_283,bill_2021-12-01,10632,2021-12-10,
customer_284,bill_2021-12-01,1417,2021-12-10,2021-12-27
customer_285,bill_2021-12-01,929,2021-12-10,2021-12-19
customer_286,bill_2021-12-01,1430,2021-12-10,2022-01-06
customer_287,bill_2021-12-01,3600,2021-12-10,
customer_288,bill_2021-12-01,1870,2021-12-10,2022-01-04
customer_289,bill_2021-12-01,14753,2021-12-10,
customer_290,bill_2021-12-01,9800,2021-12-10,2021-12-21
customer_291,bill_2021-12-01,1170,2021-12-10,2021-12-20
customer_292,bill_2021-12-01,2479,2021-12-10,
customer_293,bill_2021-12-01,6146,2021-12-10,2021-12-24
customer_294,bill_2021-12-01,5533,2021-12-10,2022-01-10
customer_295,bill_2021-12-01,10999,2021-12-10,
customer_296,bill_2021-12-01,2241,2021-12-10,2022-03-25
customer_297,bill_2021-12-01,640,2021-12-10,2021-12-22
customer_298,bill_2021-12-01,550,2021-12-10,2022-01-10
customer_299,bill_2021-12-01,1673,2021-12-10,2022-01-14
customer_300,bill_2021-12-01,3392,2021-12-10,2022-01-06
customer_301,bill_2021-12-01,2238,2021-12-10,2021-12-24
customer_302,bill_2021-12-01,9974,2021-12-10,2021-12-24
customer_303,bill_2021-12-01,12203,2021-12-10,2021-12-16
customer_304,bill_2021-12-01,331,2021-12-10,2021-12-21
customer_305,bill_2021-12-01,966,2021-12-10,
customer_306,bill_2021-12-01,2085,2021-12-10,2022-01-22
customer_307,bill_2021-12-01,8327,2021-12-10,2022-03-21
customer_308,bill_2021-12-01,26564,2021-12-10,2022-01-03
customer_309,bill_2021-12-01,11610,2021-12-10,
customer_310,bill_2021-12-01,2000,2021-12-10,2022-01-24
customer_311,bill_2021-12-01,6050,2021-12-10,2021-12-22
customer_312,bill_2021-12-01,1108,2021-12-10,
customer_313,bill_2021-12-01,1980,2021-12-10,2022-01-28
customer_314,bill_2021-12-01,5713,2021-12-10,2021-12-20
customer_315,bill_2021-12-01,15316,2021-12-10,2021-12-19
customer_316,bill_2021-12-01,10706,2021-12-10,2022-02-08
customer_317,bill_2021-12-01,7997,2021-12-10,
customer_318,bill_2021-12-01,597,2021-12-10,2021-12-23
customer_319,bill_2021-12-01,980,2021-12-10,2022-02-02
customer_320,bill_2021-12-01,2577,2021-12-10,2022-01-13
customer_321,bill_2021-12-01,26043,2021-12-10,2021-12-18
customer_322,bill_2021-12-01,3555,2021-12-10,2021-12-21
customer_323,bill_2021-12-01,6051,2021-12-10,2022-01-23
customer_324,bill_2021-12-01,4098,2021-12-10,2021-12-20
customer_325,bill_2021-12-01,49947,2021-12-10,2021-12-23
customer_326,bill_2021-12-01,5409,2021-12-10,2022-01-21
customer_327,bill_2021-12-01,10689,2021-12-10,2022-03-12
customer_328,bill_2021-12-01,9800,2021-12-10,2021-12-16
customer_329,bill_2021-12-01,7341,2021-12-10,2022-01-12
customer_330,bill_2021-12-01,3500,2021-12-10,
customer_331,bill_2021-12-01,10542,2021-12-10,2022-02-01
customer_332,bill_2021-12-01,1761,2021-12-10,2022-02-03
customer_333,bill_2021-12-01,3946,2021-12-10,2022-01-24
customer_334,bill_2021-12-01,7528,2021-12-10,2021-12-17
customer_335,bill_2021-12-01,2701,2021-12-10,2022-01-19
customer_336,bill_2021-12-01,1568,2021-12-10,2022-02-18
customer_337,bill_2021-12-01,2290,2021-12-10,2022-01-08
customer_338,bill_2021-12-01,13720,2021-12-10,2021-12-25
customer_339,bill_2021-12-01,23344,2021-12-10,2021-12-24
customer_340,bill_2021-12-01,3300,2021-12-10,
customer_341,bill_2021-12-01,15300,2021-12-10,
customer_342,bill_2021-12-01,27209,2021-12-10,
customer_343,bill_2021-12-01,1363,2021-12-10,2022-01-09
customer_344,bill_2021-12-01,20808,2021-12-10,2022-03-24
customer_345,bill_2021-12-01,2418,2021-12-10,2022-01-27
customer_346,bill_2021-12-01,7623,2021-12-10,
customer_347,bill_2021-12-01,7254,2021-12-10,2021-12-25
customer_348,bill_2021-12-01,1070,2021-12-10,2021-12-23
customer_349,bill_2021-12-01,4262,2021-12-10,2021-12-16
customer_350,bill_2021-12-01,5219,2021-12-10,
customer_351,bill_2021-12-01,27050,2021-12-10,2021-12-16
customer_352,bill_2021-12-01,330,2021-12-10,2021-12-25
customer_353,bill_2021-12-01,1425,2021-12-10,2021-12-20
customer_354,bill_2021-12-01,10717,2021-12-10,2021-12-30
customer_355,bill_2021-12-01,856,2021-12-10,2022-01-13
customer_356,bill_2021-12-01,6631,2021-12-10,2021-12-16
customer_357,bill_2021-12-01,681,2021-12-10,2021-12-17
customer_358,bill_2021-12-01,25350,2021-12-10,2021-12-25
customer_359,bill_2021-12-01,748,2021-12-10,
customer_360,bill_2021-12-01,958,2021-12-10,
customer_361,bill_2021-12-01,19084,2021-12-10,2022-01-04
customer_362,bill_2021-12-01,2480,2021-12-10,
customer_363,bill_2021-12-01,25414,2021-12-10,2021-12-16
customer_364,bill_2021-12-01,5500,2021-12-10,
customer_365,bill_2021-12-01,2000,2021-12-10,2022-02-19
customer_366,bill_2021-12-01,17941,2021-12-10,2021-12-16
customer_367,bill_2021-12-01,3944,2021-12-10,2021-12-16
customer_368,bill_2021-12-01,6000,2021-12-10,2021-12-22
customer_369,bill_2021-12-01,11636,2021-12-10,2022-02-03
customer_370,bill_2021-12-01,5972,2021-12-10,2021-12-22
customer_371,bill_2021-12-01,10079,2021-12-10,
customer_372,bill_2021-12-01,1971,2021-12-10,2021-12-16
customer_373,bill_2021-12-01,1100,2021-12-10,
customer_374,bill_2021-12-01,5838,2021-12-10,2021-12-24
customer_375,bill_2021-12-01,2856,2021-12-10,2022-03-21
customer_376,bill_2021-12-01,12193,2021-12-10,2021-12-31
customer_377,bill_2021-12-01,2125,2021-12-10,2021-12-26
customer_378,bill_2021-12-01,9016,2021-12-10,2021-12-23
customer_379,bill_2021-12-01,2308,2021-12-10,2022-01-08
customer_380,bill_2021-12-01,1600,2021-12-10,2021-12-23
customer_381,bill_2021-12-01,10775,2021-12-10,
customer_382,bill_2021-12-01,7821,2021-12-10,2022-04-01
customer_383,bill_2021-12-01,23409,2021-12-10,2021-12-27
customer_384,bill_2021-12-01,11017,2021-12-10,2021-12-16
customer_385,bill_2021-12-01,1390,2021-12-10,2022-01-01
customer_386,bill_2021-12-01,1580,2021-12-10,2022-01-21
customer_387,bill_2021-12-01,6899,2021-12-10,
customer_388,bill_2021-12-01,5350,2021-12-10,2022-01-24
customer_389,bill_2021-12-01,18686,2021-12-10,2021-12-23
customer_390,bill_2021-12-01,2990,2021-12-10,2021-12-31
customer_391,bill_2021-12-01,3000,2021-12-10,2022-01-19
customer_392,bill_2021-12-01,5000,2021-12-10,2021-12-19
customer_393,bill_2021-12-01,1000,2021-12-10,
customer_394,bill_2021-12-01,5610,2021-12-10,
customer_395,bill_2021-12-01,6238,2021-12-10,
customer_396,bill_2021-12-01,12232,2021-12-10,2021-12-28
customer_397,bill_2021-12-01,910,2021-12-10,2022-01-24
customer_398,bill_2021-12-01,1760,2021-12-10,2022-03-25
customer_399,bill_2021-12-01,14300,2021-12-10,2022-01-07
customer_400,bill_2021-12-01,14513,2021-12-10,2022-01-05
customer_401,bill_2021-12-01,19850,2021-12-10,2022-01-24
customer_402,bill_2021-12-01,272,2021-12-10,
customer_403,bill_2021-12-01,1782,2021-12-10,2022-01-13
customer_404,bill_2021-12-01,4669,2021-12-10,2022-01-17
customer_405,bill_2021-12-01,6840,2021-12-10,2021-12-26
customer_406,bill_2021-12-01,6000,2021-12-10,2022-02-03
customer_407,bill_2021-12-01,22247,2021-12-10,2021-12-16
customer_408,bill_2021-12-01,6200,2021-12-10,
customer_409,bill_2021-12-01,1220,2021-12-10,2022-02-27
customer_410,bill_2021-12-01,9200,2021-12-10,
customer_411,bill_2021-12-01,35806,2021-12-10,2022-01-27
customer_412,bill_2021-12-01,8500,2021-12-10,2021-12-21
customer_413,bill_2021-12-01,2860,2021-12-10,2022-01-01
customer_414,bill_2021-12-01,16820,2021-12-10,2022-03-18
customer_415,bill_2021-12-01,5508,2021-12-10,2021-12-24
customer_416,bill_2021-12-01,725,2021-12-10,2021-12-16
customer_417,bill_2021-12-01,5000,2021-12-10,2022-01-27
customer_418,bill_2021-12-01,9133,2021-12-10,2022-02-03
customer_419,bill_2021-12-01,36284,2021-12-10,2022-01-02
customer_420,bill_2021-12-01,91,2021-12-10,
customer_421,bill_2021-12-01,3591,2021-12-10,2022-02-02
customer_422,bill_2021-12-01,15059,2021-12-10,2021-12-24
customer_423,bill_2021-12-01,19859,2021-12-10,2021-12-22
customer_424,bill_2021-12-01,294,2021-12-10,
customer_425,bill_2021-12-01,12493,2021-12-10,2022-01-20
customer_426,bill_2021-12-01,6000,2021-12-10,2022-01-06
customer_427,bill_2021-12-01,22800,2021-12-10,2022-03-28
customer_428,bill_2021-12-01,7600,2021-12-10,2022-01-21
customer_429,bill_2021-12-01,20712,2021-12-10,2021-12-21
customer_430,bill_2021-12-01,3536,2021-12-10,2021-12-24
customer_431,bill_2021-12-01,8295,2021-12-10,2021-12-20
customer_432,bill_2021-12-01,2000,2021-12-10,2021-12-16
customer_433,bill_2021-12-01,11320,2021-12-10,2022-01-20
customer_434,bill_2021-12-01,4000,2021-12-10,2022-03-29
customer_435,bill_2021-12-01,2493,2021-12-10,2022-01-24
customer_436,bill_2021-12-01,6608,2021-12-10,2021-12-24
customer_437,bill_2021-12-01,30086,2021-12-10,2021-12-25
customer_438,bill_2021-12-01,2396,2021-12-10,2022-03-19
customer_439,bill_2021-12-01,9333,2021-12-10,2022-01-21
customer_440,bill_2021-12-01,3800,2021-12-10,2022-04-05
customer_441,bill_2021-12-01,13723,2021-12-10,2021-12-25
customer_442,bill_2021-12-01,17260,2021-12-10,2021-12-24
customer_443,bill_2021-12-01,6000,2021-12-10,2022-02-01
customer_444,bill_2021-12-01,6930,2021-12-10,2021-12-20
customer_445,bill_2021-12-01,4302,2021-12-10,2021-12-16
customer_446,bill_2021-12-01,9391,2021-12-10,
customer_447,bill_2021-12-01,7520,2021-12-10,2022-01-10
customer_448,bill_2021-12-01,5300,2021-12-10,2022-01-02
customer_449,bill_2021-12-01,980,2021-12-10,
