,customer_id
4805,customer_2041
4849,customer_2047
4850,customer_2048
4883,customer_2055
4949,customer_2074
4965,customer_2077
4990,customer_2082
5021,customer_209
5038,customer_2094
5039,customer_2095
5076,customer_210
5131,customer_2106
5289,customer_2126
5322,customer_2130
5379,customer_2143
5400,customer_2147
5403,customer_215
5418,customer_2155
5422,customer_2156
5443,customer_2161
5451,customer_2165
5474,customer_2168
5480,customer_217
5484,customer_2171
5693,customer_2206
5694,customer_2206
5696,customer_2208
5800,customer_2228
5809,customer_2232
5812,customer_2235
5822,customer_2239
5844,customer_2240
5848,customer_2241
5873,customer_2252
5921,customer_226
5976,customer_2266
6001,customer_2274
6002,customer_2275
6022,customer_2279
6034,customer_2286
6039,customer_2288
6051,customer_2291
6099,customer_2298
6180,customer_2307
6187,customer_231
6192,customer_2312
6228,customer_2317
6294,customer_2327
6353,customer_234
6402,customer_2350
6424,customer_2353
6451,customer_236
6468,customer_2367
6506,customer_2373
6515,customer_2376
6527,customer_2380
6569,customer_2386
6576,customer_2389
6612,customer_2394
6628,customer_24
6686,customer_2415
6736,customer_2427
6745,customer_243
6776,customer_2436
6802,customer_2439
6880,customer_2457
6890,customer_2463
6899,customer_2468
6907,customer_247
6912,customer_2471
6938,customer_2476
6952,customer_2477
6995,customer_2485
7007,customer_2489
7025,customer_2493
7032,customer_2497
7074,customer_2501
7103,customer_2509
7122,customer_2518
7143,customer_2525
7148,customer_2526
7258,customer_2539
7288,customer_2546
7292,customer_2547
7300,customer_2549
7336,customer_2554
7346,customer_256
7347,customer_2560
7358,customer_2561
7394,customer_2567
7395,customer_2568
7421,customer_2574
7487,customer_2583
7489,customer_2585
7490,customer_2586
7496,customer_2589
7499,customer_2591
7500,customer_2592
7504,customer_2596
7537,customer_2601
7576,customer_2604
7577,customer_2604
7587,customer_2607
7607,customer_2616
7661,customer_2626
7670,customer_2630
7683,customer_2632
7706,customer_2643
7767,customer_2658
7779,customer_2661
7793,customer_2667
7850,customer_2677
7868,customer_2681
7891,customer_2685
7893,customer_2687
7910,customer_2690
7934,customer_2693
7987,customer_2706
7992,customer_2710
7995,customer_2712
8027,customer_2715
8036,customer_2716
8054,customer_2722
8064,customer_2726
8106,customer_2732
8137,customer_2740
8142,customer_2741
8144,customer_2743
8147,customer_2746
8149,customer_2747
8178,customer_2754
8211,customer_2761
8225,customer_2765
8228,customer_2767
8265,customer_2770
8282,customer_2777
8316,customer_2782
8317,customer_2782
8362,customer_2788
8374,customer_2796
8379,customer_2798
8431,customer_281
8432,customer_2810
8436,customer_2814
8437,customer_2815
8469,customer_2827
8472,customer_2829
8476,customer_2831
8509,customer_2843
8510,customer_2844
8575,customer_2862
8595,customer_2864
8599,customer_2865
8625,customer_2869
8643,customer_2870
8658,customer_2877
8671,customer_2883
8723,customer_2895
8772,customer_2906
8790,customer_2913
8791,customer_2914
8812,customer_2916
8815,customer_2918
8844,customer_2923
8873,customer_2927
8912,customer_2933
8914,customer_2935
8918,customer_2937
8928,customer_2940
8929,customer_2941
8933,customer_2942
8976,customer_2951
9064,customer_2976
9090,customer_2986
9108,customer_2990
9184,customer_30
9232,customer_3010
9251,customer_3020
9254,customer_3023
9270,customer_3026
9299,customer_303
9308,customer_3031
9331,customer_3039
9336,customer_3040
9360,customer_3047
9382,customer_3050
9428,customer_3060
9453,customer_3070
9460,customer_3074
9513,customer_308
9518,customer_3080
9560,customer_3096
9600,customer_31
9629,customer_3108
9682,customer_3122
9701,customer_3126
9712,customer_3127
9717,customer_3128
9724,customer_3129
9746,customer_3136
9761,customer_3140
9783,customer_3146
9784,customer_3147
9789,customer_3148
9790,customer_3149
9826,customer_3154
9832,customer_3157
9854,customer_3161
9916,customer_3173
9927,customer_3177
9929,customer_3179
9953,customer_3185
9995,customer_3193
10017,customer_3199
10041,customer_3201
10054,customer_3203
10165,customer_3219
10179,customer_3222
10206,customer_3230
10213,customer_3231
10255,customer_3234
10289,customer_3238
10324,customer_3242
10328,customer_3245
10406,customer_3264
10407,customer_3265
10474,customer_3278
10506,customer_3284
10597,customer_33
10612,customer_3303
10614,customer_3305
10695,customer_3330
10710,customer_3336
10759,customer_3343
10765,customer_3344
10766,customer_3345
10768,customer_3347
10779,customer_3350
10780,customer_3351
10817,customer_3358
10832,customer_3361
10833,customer_3362
10845,customer_3365
10851,customer_3367
10977,customer_339
10988,customer_3393
11040,customer_3395
11058,customer_3398
11200,customer_3419
11215,customer_3423
11279,customer_3431
11312,customer_3435
11319,customer_3440
11337,customer_3442
11347,customer_3446
11382,customer_3457
11477,customer_3471
11588,customer_3489
11678,customer_3506
11690,customer_351
11691,customer_351
11746,customer_3517
11771,customer_3524
11788,customer_3528
11801,customer_3537
11816,customer_354
11817,customer_3540
11819,customer_3542
11826,customer_3544
11827,customer_3545
11862,customer_3550
11970,customer_3570
11999,customer_3574
12063,customer_3584
12089,customer_3589
12096,customer_3590
12194,customer_3609
12195,customer_361
12235,customer_3617
12268,customer_3622
12283,customer_3626
12294,customer_363
12295,customer_363
12317,customer_3638
12345,customer_3653
12516,customer_3683
12517,customer_3684
12610,customer_3704
12645,customer_3710
12751,customer_3729
12758,customer_3733
12765,customer_3736
12801,customer_3742
12856,customer_3754
12915,customer_376
12947,customer_3771
13035,customer_3797
13036,customer_3798
13046,customer_3800
13148,customer_3816
13161,customer_3826
13202,customer_3834
13238,customer_384
13239,customer_3840
13240,customer_3841
13287,customer_3850
13290,customer_3853
13359,customer_3871
13412,customer_3896
13413,customer_3897
13414,customer_3898
13439,customer_3900
13450,customer_3905
13453,customer_3907
13455,customer_3909
13511,customer_3920
13560,customer_3927
13565,customer_3929
13616,customer_3950
13634,customer_3954
13687,customer_396
13689,customer_3961
13690,customer_3962
13698,customer_3964
13703,customer_3966
13720,customer_3969
13769,customer_399
13804,customer_3991
13843,customer_401
13850,customer_405
13861,customer_41
13868,customer_412
13879,customer_414
13924,customer_425
13926,customer_427
13928,customer_429
13935,customer_433
13976,customer_441
13988,customer_442
14059,customer_456
14089,customer_469
14094,customer_47
14114,customer_474
14140,customer_479
14141,customer_48
14170,customer_483
14185,customer_486
14204,customer_492
14245,customer_5
14259,customer_502
14264,customer_504
14278,customer_507
14319,customer_514
14343,customer_524
14344,customer_524
14404,customer_533
14438,customer_538
14465,customer_546
14478,customer_553
14489,customer_555
14510,customer_561
14517,customer_562
14530,customer_566
14636,customer_592
14673,customer_598
14684,customer_600
14698,customer_604
14708,customer_606
14710,customer_607
14731,customer_610
14744,customer_614
14815,customer_624
14821,customer_628
14898,customer_643
14907,customer_646
14918,customer_65
14934,customer_655
14951,customer_658
14959,customer_661
15046,customer_669
15068,customer_673
15148,customer_689
15173,customer_7
15207,customer_706
15224,customer_709
15321,customer_722
15371,customer_734
15378,customer_738
15405,customer_75
15538,customer_78
15575,customer_784
15582,customer_785
15623,customer_791
15624,customer_792
15631,customer_796
15659,customer_8
15661,customer_800
15685,customer_808
15695,customer_81
15697,customer_810
15701,customer_811
15706,customer_814
15733,customer_819
15850,customer_84
15858,customer_844
15919,customer_851
15935,customer_852
15937,customer_853
15952,customer_858
16005,customer_87
16008,customer_872
16055,customer_883
16069,customer_886
16103,customer_887
16162,customer_9
16187,customer_903
16197,customer_91
16216,customer_913
16219,customer_915
16223,customer_918
16232,customer_920
16290,customer_926
16338,customer_931
16346,customer_936
16408,customer_945
16412,customer_946
16432,customer_953
16476,customer_962
16486,customer_967
16503,customer_97
16519,customer_970
16536,customer_977
16565,customer_983
16606,customer_990
16612,customer_992
16659,customer_999
